product_id,sku_code,product_name,product_category,uom,temperature_class,unit_weight_kg,unit_cubic_m,dangerous_goods_class,is_active
733,SKU-00733,INDUSTRIAL-A-48PK-4078,Industrial Consumables,Pallets,Ambient,6.31,0.0215,Class 8 Corrosive,1
734,SKU-00734,MINING-A-12PK-8620,Mining Consumables,Pallets,Ambient,18.89,0.0832,Class 3 Flammable,1
735,SKU-00735,INDUSTRIAL-B-1EA-1757,Industrial Consumables,Pallets,Ambient,4.33,0.0149,Class 8 Corrosive,1
736,SKU-00736,PHARMACEUTICALS-B-48PK-8539,Pharmaceuticals,Cartons,Chilled,19.57,0.0706,None,1
737,SKU-00737,AUTO-STD-12PK-4714,Auto Parts,Pallets,Ambient,11.65,0.0475,None,1
738,SKU-00738,CHILLED-B-48PK-9487,Chilled Food,Cartons,Chilled,12.64,0.0452,Class 8 Corrosive,1
739,SKU-00739,AUTO-B-1EA-7746,Auto Parts,Pallets,Ambient,11.13,0.0561,None,1
740,SKU-00740,PHARMACEUTICALS-STD-6PK-6578,Pharmaceuticals,Cartons,Ambient,29.02,0.1054,None,1
741,SKU-00741,INDUSTRIAL-A-12PK-8527,Industrial Consumables,Pallets,Ambient,15.25,0.0671,None,1
742,SKU-00742,FROZEN-PRM-48PK-6391,Frozen Food,Cartons,Frozen,6.79,0.031,None,1
743,SKU-00743,BEVERAGES-PRM-1EA-8281,Beverages,Pallets,Ambient,45.27,0.2003,None,1
744,SKU-00744,BUILDING-STD-12PK-4641,Building Materials,Pallets,Ambient,10.62,0.0512,None,1
745,SKU-00745,ELECTRONICS-B-24PK-9047,Electronics,Cartons,Ambient,6.35,0.0273,None,1
746,SKU-00746,CHILLED-STD-24PK-8140,Chilled Food,Cartons,Chilled,8.44,0.0397,Class 3 Flammable,1
747,SKU-00747,PHARMACEUTICALS-B-24PK-5491,Pharmaceuticals,Cartons,Chilled,19.02,0.0993,None,1
748,SKU-00748,APPAREL-PRM-1EA-8981,Apparel,Cartons,Ambient,53.54,0.1687,None,1
749,SKU-00749,AMBIENT-STD-24PK-1616,Ambient Grocery,Cartons,Ambient,5.36,0.0188,None,1
750,SKU-00750,HOMEWARES-B-1EA-7096,Homewares,Cartons,Ambient,29.43,0.0958,None,1
751,SKU-00751,ELECTRONICS-B-12PK-6551,Electronics,Cartons,Ambient,16.31,0.0855,None,1
752,SKU-00752,HOMEWARES-PRM-6PK-7440,Homewares,Cartons,Ambient,14.17,0.056,Class 3 Flammable,1
753,SKU-00753,APPAREL-A-24PK-4185,Apparel,Cartons,Ambient,13.2,0.0566,None,1
754,SKU-00754,AUTO-B-12PK-8317,Auto Parts,Pallets,Ambient,12.1,0.0515,None,1
755,SKU-00755,BEVERAGES-PRM-48PK-5992,Beverages,Pallets,Ambient,2.28,0.0098,None,1
756,SKU-00756,AMBIENT-PRM-24PK-9813,Ambient Grocery,Cartons,Ambient,12.1,0.0636,Class 8 Corrosive,1
757,SKU-00757,MINING-A-6PK-1996,Mining Consumables,Pallets,Ambient,17.86,0.0718,None,1
758,SKU-00758,APPAREL-A-12PK-4788,Apparel,Cartons,Ambient,3.33,0.0171,None,1
759,SKU-00759,PHARMACEUTICALS-STD-1EA-3400,Pharmaceuticals,Cartons,Chilled,5.17,0.0191,None,1
760,SKU-00760,INDUSTRIAL-A-12PK-1790,Industrial Consumables,Pallets,Ambient,2.94,0.0116,Class 3 Flammable,1
761,SKU-00761,INDUSTRIAL-STD-48PK-8670,Industrial Consumables,Pallets,Ambient,8.03,0.0267,None,1
762,SKU-00762,AUTO-A-1EA-3844,Auto Parts,Pallets,Ambient,9.83,0.0419,None,1
763,SKU-00763,AMBIENT-STD-1EA-3901,Ambient Grocery,Cartons,Ambient,14.66,0.0541,None,1
764,SKU-00764,MINING-A-6PK-9017,Mining Consumables,Pallets,Ambient,13.84,0.0434,None,1
765,SKU-00765,CHILLED-STD-6PK-1227,Chilled Food,Cartons,Chilled,4.11,0.0185,None,1
766,SKU-00766,APPAREL-A-6PK-9167,Apparel,Cartons,Ambient,12.68,0.0588,None,1
767,SKU-00767,FROZEN-A-6PK-7002,Frozen Food,Cartons,Frozen,12.23,0.0515,None,1
768,SKU-00768,BEVERAGES-A-6PK-4126,Beverages,Pallets,Ambient,3.28,0.0154,Class 8 Corrosive,1
769,SKU-00769,BUILDING-PRM-1EA-1925,Building Materials,Pallets,Ambient,5.43,0.0206,Class 8 Corrosive,1
770,SKU-00770,MINING-STD-12PK-1562,Mining Consumables,Pallets,Ambient,19.05,0.0787,None,1
771,SKU-00771,AUTO-PRM-48PK-4883,Auto Parts,Pallets,Ambient,16.35,0.0712,None,1
772,SKU-00772,AMBIENT-STD-24PK-6532,Ambient Grocery,Cartons,Ambient,28.15,0.0928,None,1
773,SKU-00773,ELECTRONICS-A-12PK-4037,Electronics,Cartons,Ambient,14.98,0.0532,None,1
774,SKU-00774,ELECTRONICS-PRM-12PK-9631,Electronics,Cartons,Ambient,4.45,0.021,Class 3 Flammable,1
775,SKU-00775,ELECTRONICS-B-12PK-5105,Electronics,Cartons,Ambient,26.08,0.0889,None,1
776,SKU-00776,AMBIENT-PRM-12PK-5328,Ambient Grocery,Cartons,Ambient,29.72,0.1188,None,1
777,SKU-00777,AMBIENT-PRM-1EA-6959,Ambient Grocery,Cartons,Ambient,32.22,0.1631,None,1
778,SKU-00778,AMBIENT-B-12PK-1303,Ambient Grocery,Cartons,Ambient,18.45,0.0691,None,1
779,SKU-00779,ELECTRONICS-A-12PK-5108,Electronics,Cartons,Ambient,22.91,0.0777,None,1
780,SKU-00780,MINING-B-48PK-3837,Mining Consumables,Pallets,Ambient,8.5,0.0401,None,1
