trip_driver_id,trip_id,driver_id,driver_role,hours_driven
67837,46048,419,Second Driver,21.94
67838,46049,363,Primary,15.06
67839,46050,419,Primary,13.04
67840,46050,212,Second Driver,12.85
67841,46051,262,Primary,14.48
67842,46052,237,Primary,14.1
67843,46052,53,Second Driver,14.55
67844,46053,328,Primary,22.58
67845,46053,365,Second Driver,23.31
67846,46054,66,Primary,10.79
67847,46055,354,Primary,14.27
67848,46055,7,Second Driver,13.5
67849,46056,236,Primary,8.56
67850,46056,195,Second Driver,8.08
67851,46057,221,Primary,8.17
67852,46058,275,Primary,1.04
67853,46059,102,Primary,14.54
67854,46059,375,Second Driver,16.17
67855,46060,318,Primary,11.99
67856,46061,3,Primary,19.28
67857,46061,359,Second Driver,16.68
67858,46062,94,Primary,12.52
67859,46062,125,Second Driver,13.15
67860,46063,382,Primary,9.02
67861,46063,215,Second Driver,8.83
67862,46064,111,Primary,13.26
67863,46065,360,Primary,10.21
67864,46065,402,Second Driver,12.46
67865,46066,141,Primary,23.48
67866,46066,356,Second Driver,26.05
67867,46067,326,Primary,29.44
67868,46068,73,Primary,12.21
67869,46069,280,Primary,10.75
67870,46069,374,Second Driver,10.53
67871,46070,26,Primary,13.43
67872,46070,340,Second Driver,13.78
67873,46071,113,Primary,6.69
67874,46071,44,Second Driver,6.37
67875,46072,230,Primary,7.83
67876,46072,118,Second Driver,6.79
67877,46073,144,Primary,4.22
67878,46074,305,Primary,10.92
67879,46075,11,Primary,12.29
67880,46075,21,Second Driver,10.82
67881,46076,238,Primary,5.6
67882,46077,68,Primary,1.47
67883,46078,217,Primary,25.96
67884,46079,299,Primary,8.39
67885,46080,19,Primary,5.12
67886,46081,184,Primary,12.29
67887,46081,383,Second Driver,11.63
67888,46082,106,Primary,17.73
67889,46083,265,Primary,8.89
67890,46083,117,Second Driver,8.45
67891,46084,63,Primary,27.53
67892,46084,370,Second Driver,27.73
67893,46085,325,Primary,18.28
67894,46085,93,Second Driver,17.71
67895,46086,280,Primary,18.01
67896,46086,270,Second Driver,18.7
67897,46087,356,Primary,24.22
67898,46088,417,Primary,8.15
67899,46089,413,Primary,25.98
67900,46089,108,Second Driver,25.35
67901,46090,293,Primary,8.76
67902,46090,188,Second Driver,8.11
67903,46091,137,Primary,6.49
67904,46092,60,Primary,18.83
67905,46092,213,Second Driver,17.8
67906,46093,415,Primary,23.14
67907,46093,218,Second Driver,23.43
67908,46094,57,Primary,20.73
67909,46094,409,Second Driver,23.48
67910,46095,236,Primary,10.14
67911,46095,414,Second Driver,9.23
67912,46096,9,Primary,10.47
67913,46097,233,Primary,10.28
67914,46098,198,Primary,27.5
67915,46099,384,Primary,3.5
67916,46100,323,Primary,20.93
67917,46101,249,Primary,10.77
67918,46101,416,Second Driver,10.45
67919,46102,199,Primary,10.79
67920,46102,308,Second Driver,11.93
67921,46103,148,Primary,17.81
67922,46103,382,Second Driver,17.8
67923,46104,225,Primary,11.61
67924,46104,164,Second Driver,12.28
67925,46105,165,Primary,2.34
67926,46106,68,Primary,32.98
67927,46107,395,Primary,10.77
67928,46107,336,Second Driver,11.11
67929,46108,406,Primary,14.87
67930,46109,96,Primary,9.94
67931,46110,356,Primary,7.32
67932,46111,215,Primary,24.71
67933,46112,152,Primary,26.78
67934,46113,165,Primary,8.53
67935,46113,100,Second Driver,9.39
67936,46114,80,Primary,24.8
67937,46114,331,Second Driver,23.83
67938,46115,101,Primary,32.84
67939,46116,200,Primary,6.03
67940,46116,138,Second Driver,6.38
67941,46117,388,Primary,43.38
67942,46118,158,Primary,30.18
67943,46119,221,Primary,12.36
67944,46119,410,Second Driver,11.12
67945,46120,336,Primary,12.12
67946,46121,309,Primary,31.32
67947,46122,108,Primary,12.41
67948,46123,201,Primary,7.82
67949,46123,324,Second Driver,7.3
67950,46124,219,Primary,3.72
67951,46125,237,Primary,9.29
67952,46125,378,Second Driver,8.61
67953,46126,137,Primary,11.35
67954,46127,389,Primary,13.0
67955,46127,395,Second Driver,13.83
67956,46128,187,Primary,12.98
67957,46128,360,Second Driver,12.11
67958,46129,3,Primary,45.28
67959,46130,384,Primary,31.2
67960,46131,342,Primary,7.1
67961,46132,382,Primary,11.32
67962,46133,62,Primary,31.37
67963,46134,107,Primary,14.76
67964,46134,346,Second Driver,12.7
67965,46135,176,Primary,46.76
67966,46136,172,Primary,8.68
67967,46136,7,Second Driver,9.22
67968,46137,325,Primary,8.37
67969,46138,384,Primary,15.38
67970,46139,299,Primary,21.49
67971,46139,27,Second Driver,22.61
67972,46140,229,Primary,23.56
67973,46140,106,Second Driver,20.14
67974,46141,288,Primary,16.11
67975,46141,305,Second Driver,18.59
67976,46142,277,Primary,18.69
67977,46142,103,Second Driver,19.87
67978,46143,51,Primary,5.17
67979,46144,51,Primary,1.75
67980,46145,354,Primary,16.77
67981,46145,172,Second Driver,18.94
67982,46146,409,Primary,10.61
67983,46147,190,Primary,15.73
67984,46147,317,Second Driver,14.54
67985,46148,287,Primary,18.22
67986,46148,79,Second Driver,19.59
67987,46149,12,Primary,15.04
67988,46150,51,Primary,21.64
67989,46150,33,Second Driver,21.58
67990,46151,80,Primary,14.36
67991,46151,318,Second Driver,14.05
67992,46152,241,Primary,16.57
67993,46152,412,Second Driver,16.38
67994,46153,383,Primary,18.97
67995,46153,289,Second Driver,18.6
67996,46154,20,Primary,16.77
67997,46154,160,Second Driver,14.84
67998,46155,195,Primary,11.1
67999,46155,363,Second Driver,10.69
68000,46156,126,Primary,8.22
68001,46157,125,Primary,11.3
68002,46157,66,Second Driver,11.14
68003,46158,413,Primary,14.85
68004,46158,234,Second Driver,13.8
68005,46159,280,Primary,14.93
68006,46160,242,Primary,8.08
68007,46160,207,Second Driver,8.52
68008,46161,406,Primary,11.53
68009,46161,181,Second Driver,10.72
68010,46162,122,Primary,8.47
68011,46162,31,Second Driver,7.82
68012,46163,184,Primary,3.68
68013,46164,195,Primary,33.65
68014,46165,202,Primary,4.71
68015,46166,342,Primary,15.51
68016,46167,106,Primary,23.79
68017,46168,275,Primary,8.55
68018,46169,390,Primary,7.88
68019,46170,332,Primary,11.23
68020,46171,59,Primary,14.0
68021,46171,137,Second Driver,12.74
68022,46172,322,Primary,13.54
68023,46172,38,Second Driver,14.73
68024,46173,398,Primary,10.49
68025,46173,273,Second Driver,11.5
68026,46174,346,Primary,8.53
68027,46175,108,Primary,21.41
68028,46175,232,Second Driver,19.35
68029,46176,100,Primary,33.59
68030,46177,371,Primary,10.24
68031,46177,98,Second Driver,11.25
68032,46178,58,Primary,17.41
68033,46178,273,Second Driver,19.33
68034,46179,92,Primary,16.92
68035,46180,219,Primary,17.58
68036,46180,105,Second Driver,17.14
68037,46181,221,Primary,9.06
68038,46181,12,Second Driver,9.57
68039,46182,308,Primary,6.39
68040,46182,172,Second Driver,7.33
68041,46183,204,Primary,10.08
68042,46184,245,Primary,43.23
68043,46185,210,Primary,25.07
68044,46185,227,Second Driver,22.9
68045,46186,45,Primary,17.77
68046,46186,264,Second Driver,15.75
68047,46187,106,Primary,17.72
68048,46187,149,Second Driver,16.53
68049,46188,150,Primary,11.19
68050,46189,243,Primary,11.46
68051,46190,169,Primary,11.87
68052,46190,271,Second Driver,11.7
68053,46191,301,Primary,23.39
68054,46191,39,Second Driver,21.24
68055,46192,24,Primary,20.61
68056,46192,132,Second Driver,21.15
68057,46193,283,Primary,16.14
68058,46193,91,Second Driver,16.45
68059,46194,269,Primary,4.95
68060,46195,404,Primary,23.74
68061,46195,26,Second Driver,21.35
68062,46196,213,Primary,42.86
68063,46197,152,Primary,5.31
68064,46198,12,Primary,7.39
68065,46199,269,Primary,40.31
68066,46200,149,Primary,26.65
68067,46201,214,Primary,5.43
68068,46202,268,Primary,15.43
68069,46202,307,Second Driver,13.67
68070,46203,190,Primary,12.59
68071,46203,193,Second Driver,13.39
68072,46204,290,Primary,36.08
68073,46205,350,Primary,19.21
68074,46206,114,Primary,8.13
68075,46207,345,Primary,11.33
68076,46207,413,Second Driver,12.99
68077,46208,93,Primary,11.48
68078,46209,156,Primary,11.2
68079,46209,287,Second Driver,12.31
68080,46210,380,Primary,25.26
68081,46211,347,Primary,6.79
68082,46211,301,Second Driver,7.15
68083,46212,68,Primary,6.86
68084,46213,54,Primary,5.23
68085,46214,21,Primary,10.78
68086,46214,382,Second Driver,11.36
68087,46215,190,Primary,21.71
68088,46216,43,Primary,11.41
68089,46217,137,Primary,7.84
68090,46217,83,Second Driver,7.25
68091,46218,269,Primary,9.84
68092,46219,169,Primary,14.51
68093,46220,10,Primary,26.92
68094,46221,201,Primary,21.2
68095,46221,28,Second Driver,20.93
68096,46222,278,Primary,10.94
68097,46223,15,Primary,16.9
68098,46223,288,Second Driver,17.48
68099,46224,165,Primary,31.73
68100,46225,68,Primary,11.32
68101,46226,94,Primary,17.31
68102,46227,364,Primary,11.71
68103,46228,136,Primary,9.45
68104,46229,420,Primary,13.21
68105,46230,398,Primary,27.11
68106,46231,206,Primary,4.88
68107,46232,133,Primary,39.32
68108,46233,341,Primary,22.45
68109,46234,230,Primary,10.96
68110,46235,139,Primary,13.48
68111,46235,327,Second Driver,14.92
68112,46236,322,Primary,10.27
68113,46237,176,Primary,36.51
68114,46238,64,Primary,2.14
68115,46239,253,Primary,18.16
68116,46240,272,Primary,15.66
68117,46240,379,Second Driver,15.45
68118,46241,114,Primary,10.86
68119,46242,171,Primary,9.86
68120,46242,353,Second Driver,10.63
68121,46243,367,Primary,20.2
68122,46244,291,Primary,9.14
68123,46244,11,Second Driver,8.37
68124,46245,159,Primary,6.81
68125,46245,363,Second Driver,5.41
68126,46246,279,Primary,9.57
68127,46247,57,Primary,22.0
68128,46248,316,Primary,8.3
68129,46249,370,Primary,10.13
68130,46249,321,Second Driver,10.63
68131,46250,126,Primary,19.61
68132,46251,385,Primary,29.13
68133,46252,357,Primary,14.3
68134,46252,201,Second Driver,13.99
68135,46253,216,Primary,9.61
68136,46254,336,Primary,1.19
68137,46255,399,Primary,7.43
68138,46256,96,Primary,0.99
68139,46257,171,Primary,19.42
68140,46257,390,Second Driver,18.97
68141,46258,193,Primary,12.97
68142,46259,309,Primary,14.36
68143,46259,254,Second Driver,15.14
68144,46260,209,Primary,14.75
68145,46261,153,Primary,26.82
68146,46262,200,Primary,12.75
68147,46262,142,Second Driver,13.67
68148,46263,319,Primary,18.65
68149,46263,403,Second Driver,19.69
68150,46264,37,Primary,18.91
68151,46264,378,Second Driver,20.14
68152,46265,299,Primary,3.28
68153,46266,192,Primary,20.35
68154,46266,226,Second Driver,17.68
68155,46267,371,Primary,19.7
68156,46267,129,Second Driver,21.72
68157,46268,55,Primary,39.85
68158,46269,383,Primary,20.63
68159,46269,202,Second Driver,19.63
68160,46270,290,Primary,17.04
68161,46270,269,Second Driver,15.49
68162,46271,318,Primary,49.1
68163,46272,405,Primary,2.77
68164,46273,8,Primary,24.76
68165,46274,384,Primary,6.25
68166,46275,337,Primary,15.79
68167,46275,152,Second Driver,16.01
68168,46276,318,Primary,10.16
68169,46276,298,Second Driver,8.99
68170,46277,363,Primary,0.77
68171,46278,96,Primary,11.02
68172,46278,308,Second Driver,9.79
68173,46279,362,Primary,7.07
68174,46279,409,Second Driver,6.94
68175,46280,73,Primary,7.33
68176,46280,289,Second Driver,6.47
68177,46281,200,Primary,33.54
68178,46282,6,Primary,9.73
68179,46282,248,Second Driver,10.44
68180,46283,47,Primary,6.24
68181,46284,44,Primary,13.96
68182,46284,75,Second Driver,13.06
68183,46285,113,Primary,17.82
68184,46285,333,Second Driver,17.49
68185,46286,276,Primary,27.72
68186,46287,149,Primary,2.81
68187,46288,355,Primary,10.61
68188,46289,100,Primary,33.29
68189,46290,382,Primary,20.09
68190,46290,148,Second Driver,18.61
68191,46291,128,Primary,23.83
68192,46292,121,Primary,9.2
68193,46293,342,Primary,11.04
68194,46293,75,Second Driver,11.78
68195,46294,308,Primary,12.94
68196,46295,385,Primary,7.84
68197,46295,386,Second Driver,6.68
68198,46296,358,Primary,18.01
68199,46296,262,Second Driver,19.46
68200,46297,395,Primary,14.16
68201,46298,255,Primary,12.74
68202,46298,236,Second Driver,12.44
68203,46299,260,Primary,0.56
68204,46300,230,Primary,7.55
68205,46300,30,Second Driver,6.88
68206,46301,388,Primary,43.67
68207,46302,195,Primary,10.63
68208,46303,244,Primary,3.41
68209,46304,112,Primary,7.16
68210,46304,90,Second Driver,7.19
68211,46305,126,Primary,46.19
68212,46306,47,Primary,14.25
68213,46306,85,Second Driver,14.01
68214,46307,38,Primary,9.09
68215,46308,107,Primary,13.52
68216,46308,264,Second Driver,12.12
68217,46309,177,Primary,7.05
68218,46309,412,Second Driver,7.16
68219,46310,60,Primary,23.7
68220,46311,247,Primary,9.9
68221,46311,288,Second Driver,9.69
68222,46312,348,Primary,9.67
68223,46312,13,Second Driver,10.07
68224,46313,263,Primary,6.12
68225,46313,320,Second Driver,6.11
68226,46314,185,Primary,9.0
68227,46315,410,Primary,18.05
68228,46315,217,Second Driver,17.58
68229,46316,172,Primary,21.66
68230,46316,177,Second Driver,23.02
68231,46317,22,Primary,6.38
68232,46317,300,Second Driver,6.86
68233,46318,162,Primary,14.38
68234,46318,325,Second Driver,14.16
68235,46319,260,Primary,22.22
68236,46320,246,Primary,4.78
68237,46320,393,Second Driver,5.84
68238,46321,11,Primary,14.05
68239,46321,169,Second Driver,14.97
68240,46322,192,Primary,2.72
68241,46323,262,Primary,17.8
68242,46323,375,Second Driver,17.7
68243,46324,144,Primary,19.38
68244,46324,305,Second Driver,19.97
68245,46325,190,Primary,15.41
68246,46325,38,Second Driver,16.0
68247,46326,314,Primary,14.17
68248,46326,389,Second Driver,14.92
68249,46327,403,Primary,15.83
68250,46328,335,Primary,33.96
68251,46329,159,Primary,10.45
68252,46330,185,Primary,23.04
68253,46330,45,Second Driver,21.19
68254,46331,290,Primary,30.98
68255,46332,278,Primary,13.92
68256,46333,203,Primary,33.59
68257,46334,337,Primary,9.31
68258,46335,190,Primary,14.79
68259,46335,109,Second Driver,14.87
68260,46336,287,Primary,11.91
68261,46336,40,Second Driver,10.52
68262,46337,394,Primary,13.86
68263,46337,132,Second Driver,11.82
68264,46338,202,Primary,18.72
68265,46338,61,Second Driver,18.15
68266,46339,384,Primary,7.21
68267,46339,140,Second Driver,8.25
68268,46340,43,Primary,15.89
68269,46341,247,Primary,32.56
68270,46342,383,Primary,23.78
68271,46343,170,Primary,13.5
68272,46343,315,Second Driver,15.01
68273,46344,216,Primary,12.8
68274,46344,104,Second Driver,12.08
68275,46345,159,Primary,16.24
68276,46345,76,Second Driver,18.38
68277,46346,64,Primary,9.16
68278,46347,359,Primary,13.89
68279,46347,217,Second Driver,15.51
68280,46348,274,Primary,26.58
68281,46349,351,Primary,19.23
68282,46349,112,Second Driver,15.99
68283,46350,386,Primary,9.57
68284,46350,4,Second Driver,9.88
68285,46351,15,Primary,12.28
68286,46351,305,Second Driver,11.51
68287,46352,314,Primary,16.53
68288,46352,149,Second Driver,14.7
68289,46353,252,Primary,9.27
68290,46354,1,Primary,10.98
68291,46354,22,Second Driver,11.08
68292,46355,284,Primary,16.98
68293,46355,395,Second Driver,17.02
68294,46356,160,Primary,13.55
68295,46356,281,Second Driver,12.93
68296,46357,7,Primary,15.3
68297,46358,47,Primary,5.77
68298,46359,325,Primary,42.23
68299,46360,352,Primary,5.94
68300,46360,209,Second Driver,5.44
68301,46361,362,Primary,7.25
68302,46362,334,Primary,20.05
68303,46363,221,Primary,6.77
68304,46364,228,Primary,13.15
68305,46364,307,Second Driver,13.26
68306,46365,162,Primary,19.16
68307,46365,289,Second Driver,15.11
68308,46366,4,Primary,0.68
68309,46367,290,Primary,8.59
68310,46367,336,Second Driver,7.58
68311,46368,45,Primary,3.39
68312,46369,318,Primary,18.08
68313,46369,176,Second Driver,15.94
68314,46370,385,Primary,18.93
68315,46370,275,Second Driver,17.54
68316,46371,361,Primary,22.14
68317,46371,172,Second Driver,20.84
68318,46372,121,Primary,7.47
68319,46372,337,Second Driver,6.87
68320,46373,354,Primary,29.0
68321,46374,2,Primary,6.85
68322,46375,46,Primary,14.26
68323,46376,2,Primary,13.46
68324,46377,112,Primary,7.46
68325,46377,392,Second Driver,7.02
68326,46378,93,Primary,7.18
68327,46378,66,Second Driver,7.43
68328,46379,40,Primary,9.92
68329,46380,172,Primary,18.71
68330,46381,375,Primary,5.92
68331,46382,155,Primary,5.45
68332,46383,278,Primary,31.05
68333,46384,143,Primary,4.17
68334,46385,8,Primary,22.52
68335,46386,375,Primary,40.61
68336,46387,110,Primary,17.88
68337,46388,163,Primary,34.92
68338,46389,413,Primary,36.44
68339,46390,23,Primary,24.92
68340,46391,271,Primary,9.53
68341,46392,399,Primary,13.1
68342,46392,149,Second Driver,13.43
68343,46393,97,Primary,11.69
68344,46393,62,Second Driver,9.9
68345,46394,354,Primary,8.25
68346,46395,397,Primary,24.23
68347,46396,308,Primary,4.04
68348,46397,371,Primary,6.34
68349,46397,339,Second Driver,6.55
68350,46398,236,Primary,25.76
68351,46399,2,Primary,31.32
68352,46400,15,Primary,2.31
68353,46401,291,Primary,17.89
68354,46401,48,Second Driver,16.73
68355,46402,249,Primary,31.69
68356,46403,413,Primary,7.95
68357,46404,282,Primary,16.77
68358,46405,293,Primary,24.75
68359,46406,183,Primary,22.38
68360,46406,238,Second Driver,24.44
68361,46407,65,Primary,37.68
68362,46408,246,Primary,15.88
68363,46409,252,Primary,22.35
68364,46410,6,Primary,9.4
68365,46411,8,Primary,27.44
68366,46412,12,Primary,9.49
68367,46412,321,Second Driver,8.91
68368,46413,190,Primary,12.06
68369,46414,291,Primary,15.22
68370,46414,403,Second Driver,16.06
68371,46415,127,Primary,13.32
68372,46415,208,Second Driver,13.22
68373,46416,128,Primary,14.5
68374,46416,375,Second Driver,16.03
68375,46417,19,Primary,37.95
68376,46418,123,Primary,18.24
68377,46418,300,Second Driver,16.41
68378,46419,15,Primary,42.35
68379,46420,54,Primary,16.51
68380,46420,161,Second Driver,14.6
68381,46421,254,Primary,9.98
68382,46422,180,Primary,14.67
68383,46422,390,Second Driver,13.14
68384,46423,355,Primary,43.96
68385,46424,20,Primary,21.1
68386,46424,177,Second Driver,20.87
68387,46425,390,Primary,17.34
68388,46425,209,Second Driver,19.57
68389,46426,366,Primary,2.49
68390,46427,153,Primary,34.87
68391,46428,113,Primary,41.27
68392,46429,365,Primary,13.02
68393,46429,328,Second Driver,14.85
68394,46430,203,Primary,25.62
68395,46431,33,Primary,22.08
68396,46431,98,Second Driver,23.23
68397,46432,1,Primary,25.01
68398,46433,325,Primary,27.46
68399,46434,220,Primary,11.34
68400,46435,270,Primary,14.47
68401,46435,87,Second Driver,16.78
68402,46436,139,Primary,23.45
68403,46437,75,Primary,20.97
68404,46438,295,Primary,17.62
68405,46438,196,Second Driver,20.18
68406,46439,196,Primary,8.59
68407,46440,156,Primary,7.48
68408,46441,343,Primary,8.09
68409,46442,77,Primary,9.19
68410,46443,269,Primary,9.1
68411,46444,271,Primary,5.5
68412,46444,62,Second Driver,4.79
68413,46445,279,Primary,10.12
68414,46445,43,Second Driver,10.75
68415,46446,105,Primary,9.37
68416,46446,317,Second Driver,9.45
68417,46447,319,Primary,13.38
68418,46447,310,Second Driver,14.88
68419,46448,409,Primary,8.38
68420,46448,301,Second Driver,8.67
68421,46449,158,Primary,10.03
68422,46449,195,Second Driver,9.68
68423,46450,20,Primary,4.39
68424,46451,263,Primary,17.81
68425,46451,140,Second Driver,16.12
68426,46452,410,Primary,13.88
68427,46452,368,Second Driver,12.02
68428,46453,144,Primary,15.64
68429,46453,226,Second Driver,16.14
68430,46454,184,Primary,12.04
68431,46454,383,Second Driver,11.65
68432,46455,2,Primary,10.54
68433,46456,88,Primary,2.08
68434,46457,66,Primary,5.96
68435,46457,184,Second Driver,5.77
68436,46458,100,Primary,31.66
68437,46459,217,Primary,20.16
68438,46460,63,Primary,0.64
68439,46461,121,Primary,15.69
68440,46461,376,Second Driver,16.06
68441,46462,199,Primary,13.48
68442,46463,305,Primary,8.94
68443,46464,368,Primary,32.33
68444,46465,219,Primary,11.59
68445,46466,310,Primary,37.18
68446,46467,83,Primary,13.09
68447,46467,236,Second Driver,12.81
68448,46468,261,Primary,20.85
68449,46468,170,Second Driver,22.01
68450,46469,49,Primary,6.55
68451,46469,85,Second Driver,6.78
68452,46470,106,Primary,15.99
68453,46470,399,Second Driver,19.72
68454,46471,417,Primary,13.73
68455,46472,3,Primary,5.37
68456,46473,177,Primary,16.48
68457,46473,281,Second Driver,15.94
68458,46474,219,Primary,14.41
68459,46474,373,Second Driver,15.35
68460,46475,241,Primary,12.3
68461,46475,96,Second Driver,11.22
68462,46476,27,Primary,17.9
68463,46476,324,Second Driver,20.1
68464,46477,267,Primary,8.9
68465,46477,297,Second Driver,9.56
68466,46478,58,Primary,6.7
68467,46478,279,Second Driver,5.91
68468,46479,109,Primary,18.89
68469,46479,67,Second Driver,17.5
68470,46480,255,Primary,24.34
68471,46480,398,Second Driver,22.04
68472,46481,366,Primary,37.21
68473,46482,58,Primary,25.4
68474,46483,129,Primary,32.89
68475,46484,277,Primary,6.95
68476,46484,161,Second Driver,7.95
68477,46485,217,Primary,14.71
68478,46485,15,Second Driver,13.08
68479,46486,205,Primary,5.92
68480,46487,92,Primary,45.47
68481,46488,264,Primary,19.61
68482,46488,184,Second Driver,19.9
68483,46489,45,Primary,36.84
68484,46490,319,Primary,34.59
68485,46491,207,Primary,16.62
68486,46491,145,Second Driver,13.77
68487,46492,45,Primary,15.4
68488,46493,202,Primary,9.55
68489,46494,381,Primary,37.5
68490,46495,129,Primary,15.22
68491,46495,134,Second Driver,17.67
68492,46496,160,Primary,32.08
68493,46497,359,Primary,13.32
68494,46498,147,Primary,9.88
68495,46498,201,Second Driver,10.36
68496,46499,33,Primary,8.44
68497,46500,314,Primary,13.87
68498,46501,62,Primary,8.44
68499,46502,284,Primary,11.83
68500,46503,274,Primary,11.84
68501,46504,417,Primary,7.83
68502,46504,291,Second Driver,7.99
68503,46505,6,Primary,24.73
68504,46505,100,Second Driver,24.06
68505,46506,186,Primary,18.03
68506,46506,402,Second Driver,17.95
68507,46507,261,Primary,20.82
68508,46508,305,Primary,19.87
68509,46509,4,Primary,36.03
68510,46510,160,Primary,7.98
68511,46511,396,Primary,9.01
68512,46511,171,Second Driver,10.22
68513,46512,64,Primary,7.22
68514,46512,152,Second Driver,8.49
68515,46513,391,Primary,17.49
68516,46513,70,Second Driver,15.05
68517,46514,62,Primary,20.24
68518,46515,190,Primary,21.6
68519,46516,320,Primary,6.29
68520,46516,98,Second Driver,6.45
68521,46517,28,Primary,21.8
68522,46517,267,Second Driver,21.96
68523,46518,260,Primary,8.4
68524,46518,384,Second Driver,7.81
68525,46519,329,Primary,16.15
68526,46519,234,Second Driver,15.39
68527,46520,6,Primary,5.18
68528,46520,248,Second Driver,4.99
68529,46521,347,Primary,10.6
68530,46521,234,Second Driver,11.19
68531,46522,177,Primary,27.14
68532,46523,9,Primary,10.49
68533,46523,251,Second Driver,10.14
68534,46524,202,Primary,5.96
68535,46525,373,Primary,4.04
68536,46526,98,Primary,16.94
68537,46526,378,Second Driver,16.16
68538,46527,133,Primary,21.02
68539,46527,241,Second Driver,22.4
68540,46528,318,Primary,7.61
68541,46528,338,Second Driver,8.22
68542,46529,368,Primary,39.76
68543,46530,382,Primary,34.37
68544,46531,169,Primary,51.83
68545,46532,122,Primary,19.6
68546,46533,21,Primary,21.92
68547,46533,278,Second Driver,18.44
68548,46534,284,Primary,29.85
68549,46535,382,Primary,2.6
68550,46536,228,Primary,10.44
68551,46536,74,Second Driver,9.52
68552,46537,80,Primary,8.35
68553,46537,206,Second Driver,8.23
68554,46538,306,Primary,18.58
68555,46538,201,Second Driver,18.78
68556,46539,17,Primary,13.56
68557,46539,50,Second Driver,14.38
68558,46540,226,Primary,26.3
68559,46541,79,Primary,22.33
68560,46541,76,Second Driver,25.7
68561,46542,398,Primary,4.29
68562,46542,245,Second Driver,5.33
68563,46543,165,Primary,7.93
68564,46544,149,Primary,20.26
68565,46545,226,Primary,22.78
68566,46545,126,Second Driver,21.86
68567,46546,395,Primary,2.05
68568,46547,239,Primary,0.69
68569,46548,419,Primary,18.64
68570,46548,384,Second Driver,19.07
68571,46549,417,Primary,9.67
68572,46550,351,Primary,16.9
68573,46551,85,Primary,37.89
68574,46552,355,Primary,23.09
68575,46553,272,Primary,37.85
68576,46554,290,Primary,15.62
68577,46554,227,Second Driver,17.2
68578,46555,332,Primary,18.41
68579,46555,174,Second Driver,19.84
68580,46556,126,Primary,4.32
68581,46557,321,Primary,1.37
68582,46558,227,Primary,9.94
68583,46558,301,Second Driver,9.81
68584,46559,11,Primary,33.07
68585,46560,12,Primary,8.79
68586,46561,85,Primary,15.29
68587,46561,19,Second Driver,14.74
68588,46562,195,Primary,16.81
68589,46562,83,Second Driver,19.17
68590,46563,3,Primary,7.29
68591,46563,335,Second Driver,7.74
68592,46564,303,Primary,49.38
68593,46565,378,Primary,20.57
68594,46565,33,Second Driver,19.05
68595,46566,134,Primary,8.88
68596,46566,384,Second Driver,9.33
68597,46567,221,Primary,15.87
68598,46567,370,Second Driver,16.96
68599,46568,357,Primary,31.87
68600,46569,417,Primary,18.44
68601,46569,21,Second Driver,20.74
68602,46570,81,Primary,11.03
68603,46571,388,Primary,21.41
68604,46571,221,Second Driver,16.85
68605,46572,264,Primary,14.82
68606,46572,162,Second Driver,15.14
68607,46573,321,Primary,8.1
68608,46573,3,Second Driver,8.91
68609,46574,158,Primary,21.43
68610,46574,43,Second Driver,21.46
68611,46575,67,Primary,17.92
68612,46575,166,Second Driver,19.15
68613,46576,365,Primary,34.07
68614,46577,117,Primary,9.0
68615,46578,113,Primary,41.4
68616,46579,361,Primary,23.86
68617,46580,156,Primary,10.05
68618,46580,326,Second Driver,9.93
68619,46581,416,Primary,7.2
68620,46581,29,Second Driver,7.15
68621,46582,114,Primary,26.4
68622,46583,190,Primary,7.28
68623,46583,194,Second Driver,7.39
68624,46584,168,Primary,26.25
68625,46584,40,Second Driver,26.55
68626,46585,202,Primary,14.7
68627,46586,281,Primary,36.97
68628,46587,314,Primary,10.6
68629,46587,269,Second Driver,9.72
68630,46588,61,Primary,6.17
68631,46589,362,Primary,7.54
68632,46590,352,Primary,7.12
68633,46591,205,Primary,20.25
68634,46591,380,Second Driver,19.59
68635,46592,207,Primary,20.0
68636,46592,27,Second Driver,20.76
68637,46593,412,Primary,16.62
68638,46594,394,Primary,20.3
68639,46594,223,Second Driver,20.69
68640,46595,47,Primary,3.81
68641,46596,125,Primary,23.32
68642,46596,68,Second Driver,22.76
68643,46597,18,Primary,31.03
68644,46598,419,Primary,6.07
68645,46598,51,Second Driver,6.14
68646,46599,226,Primary,15.59
68647,46600,130,Primary,19.61
68648,46600,142,Second Driver,18.05
68649,46601,359,Primary,33.49
68650,46602,49,Primary,7.03
68651,46603,16,Primary,9.04
68652,46603,159,Second Driver,8.84
68653,46604,138,Primary,29.47
68654,46605,370,Primary,13.15
68655,46605,305,Second Driver,12.01
68656,46606,274,Primary,8.3
68657,46606,269,Second Driver,8.08
68658,46607,150,Primary,15.85
68659,46607,367,Second Driver,16.86
68660,46608,274,Primary,18.88
68661,46609,140,Primary,8.48
68662,46609,78,Second Driver,9.14
68663,46610,53,Primary,2.81
68664,46611,98,Primary,14.0
68665,46611,419,Second Driver,15.92
68666,46612,208,Primary,2.44
68667,46613,284,Primary,7.38
68668,46614,43,Primary,5.7
68669,46615,233,Primary,5.98
68670,46615,341,Second Driver,5.9
68671,46616,12,Primary,6.84
68672,46616,410,Second Driver,6.67
68673,46617,19,Primary,20.8
68674,46617,291,Second Driver,21.48
68675,46618,157,Primary,10.01
