consignment_item_id,consignment_id,product_id,quantity,item_weight_kg,item_cubic_m,dangerous_goods_class
460625,132490,519,2,50.68,0.2162,
460626,132491,545,1,24.43,0.118,Class 3 Flammable
460627,132491,352,4,22.68,0.0912,
460628,132491,561,24,371.04,1.9272,
460629,132492,470,1,24.69,0.1063,
460630,132492,541,4,112.64,0.4252,
460631,132492,440,4,77.6,0.2888,
460632,132493,452,2,17.26,0.0782,
460633,132493,415,6,111.9,0.5808,
460634,132493,642,6,24.54,0.1032,
460635,132494,358,24,278.16,1.0608,
460636,132495,277,1,14.55,0.0711,Class 8 Corrosive
460637,132496,180,6,29.64,0.1146,
460638,132496,55,6,40.14,0.2076,
460639,132496,449,6,122.28,0.4782,Class 8 Corrosive
460640,132497,347,4,110.64,0.3904,
460641,132498,676,4,32.8,0.1144,
460642,132499,348,2,35.68,0.1846,
460643,132500,195,12,154.44,0.5124,
460644,132500,573,4,39.72,0.1252,
460645,132500,759,2,10.34,0.0382,
460646,132500,663,1,5.95,0.0288,
460647,132501,463,24,215.52,0.8208,
460648,132501,381,1,12.47,0.0682,
460649,132501,37,12,336.72,1.5456,
460650,132501,481,6,47.4,0.1986,Class 9 Misc
460651,132502,752,2,28.34,0.112,Class 3 Flammable
460652,132502,623,4,17.56,0.056,
460653,132503,322,4,38.0,0.1588,
460654,132503,548,1,8.52,0.0361,
460655,132503,721,4,46.6,0.1564,
460656,132504,579,4,27.0,0.1324,Class 8 Corrosive
460657,132504,642,2,8.18,0.0344,
460658,132505,655,6,12.0,0.0378,Class 8 Corrosive
460659,132506,278,6,16.44,0.0636,
460660,132506,655,1,2.0,0.0063,Class 8 Corrosive
460661,132506,18,12,99.48,0.3744,Class 8 Corrosive
460662,132506,269,1,39.5,0.1798,
460663,132507,208,1,21.53,0.0792,
460664,132508,189,4,50.4,0.2292,
460665,132508,602,1,8.08,0.0291,Class 9 Misc
460666,132508,116,1,7.52,0.0379,
460667,132509,502,1,9.69,0.0322,
460668,132509,334,24,262.8,0.9336,
460669,132509,6,24,507.6,2.3712,Class 9 Misc
460670,132509,395,6,90.36,0.4128,Class 3 Flammable
460671,132509,48,4,85.4,0.334,
460672,132509,541,1,28.16,0.1063,
460673,132509,215,1,23.15,0.0864,
460674,132509,463,4,35.92,0.1368,
460675,132509,672,1,17.73,0.0733,
460676,132509,105,4,75.24,0.3664,
460677,132510,517,2,14.74,0.0598,
460678,132510,416,4,70.52,0.2368,
460679,132510,191,6,21.84,0.0972,
460680,132510,241,1,7.76,0.0307,
460681,132510,619,4,127.72,0.46,
460682,132510,604,6,49.2,0.2172,
460683,132511,760,2,5.88,0.0232,Class 3 Flammable
460684,132511,100,12,187.44,0.9636,
460685,132511,201,1,18.76,0.0708,
460686,132511,18,6,49.74,0.1872,Class 8 Corrosive
460687,132512,426,1,3.92,0.0155,
460688,132512,25,4,48.2,0.1572,Class 9 Misc
460689,132513,507,1,15.62,0.0518,
460690,132513,228,1,10.4,0.0397,
460691,132513,260,4,36.4,0.2016,
460692,132513,37,12,336.72,1.5456,
460693,132513,311,4,24.68,0.0772,
460694,132513,733,24,151.44,0.516,Class 8 Corrosive
460695,132513,65,2,33.88,0.1194,Class 8 Corrosive
460696,132513,431,2,27.72,0.0916,
460697,132513,246,6,94.56,0.3486,
460698,132513,241,4,31.04,0.1228,
460699,132514,243,1,2.84,0.0122,
460700,132515,771,1,16.35,0.0712,
460701,132515,328,2,34.42,0.1758,
460702,132515,554,12,103.8,0.378,
460703,132515,278,6,16.44,0.0636,
460704,132515,275,4,50.44,0.2476,
460705,132515,294,24,100.32,0.324,
460706,132515,480,6,57.24,0.1902,
460707,132515,775,2,52.16,0.1778,
460708,132515,226,1,8.57,0.0366,
460709,132515,318,6,83.58,0.4104,Class 9 Misc
460710,132516,175,2,24.68,0.0866,
460711,132516,201,1,18.76,0.0708,
460712,132516,87,1,25.74,0.0859,
460713,132516,666,1,20.45,0.0787,
460714,132517,736,4,78.28,0.2824,
460715,132517,565,4,52.84,0.278,Class 8 Corrosive
460716,132517,401,2,68.16,0.3372,
460717,132517,143,4,29.48,0.1016,Class 3 Flammable
460718,132517,223,1,15.35,0.0593,
460719,132517,611,4,70.0,0.2624,
460720,132517,677,6,47.04,0.2028,Class 3 Flammable
460721,132517,516,1,4.4,0.0158,
460722,132517,4,4,22.52,0.0908,
460723,132517,255,12,97.32,0.384,
460724,132518,60,4,20.68,0.0704,
460725,132519,195,1,12.87,0.0427,
460726,132520,766,2,25.36,0.1176,
460727,132520,362,6,212.46,0.7434,
460728,132520,649,6,19.2,0.1032,Class 8 Corrosive
460729,132520,527,12,57.84,0.2328,
460730,132520,635,4,36.4,0.1344,
460731,132520,654,4,76.72,0.3632,
460732,132520,539,2,29.08,0.0974,
460733,132520,108,24,386.64,1.6032,
460734,132520,380,1,17.84,0.061,Class 8 Corrosive
460735,132520,379,2,12.52,0.0422,
460736,132521,566,24,113.04,0.468,
460737,132521,280,12,189.48,0.8832,
460738,132521,145,2,26.2,0.1334,
460739,132521,513,2,6.14,0.0232,
460740,132522,511,1,2.94,0.0096,
460741,132523,608,6,199.5,0.7512,
460742,132523,49,1,4.31,0.0181,
460743,132524,588,2,11.46,0.059,
460744,132524,46,4,33.0,0.1576,Class 9 Misc
460745,132524,264,12,155.04,0.7464,
460746,132525,150,2,39.34,0.1234,
460747,132525,190,1,10.34,0.0538,Class 8 Corrosive
460748,132526,319,12,216.24,0.6936,
460749,132527,160,2,56.62,0.2058,
460750,132528,435,4,18.08,0.0572,
460751,132528,573,4,39.72,0.1252,
460752,132528,557,1,10.2,0.0413,
460753,132529,495,2,88.2,0.4142,
460754,132529,594,1,19.15,0.0798,
460755,132529,60,12,62.04,0.2112,
460756,132530,677,1,7.84,0.0338,Class 3 Flammable
460757,132531,219,2,20.38,0.0876,
460758,132531,17,6,31.44,0.105,Class 8 Corrosive
460759,132531,563,1,40.48,0.1691,Class 8 Corrosive
460760,132532,408,1,5.56,0.0251,
460761,132532,548,12,102.24,0.4332,
460762,132532,611,2,35.0,0.1312,
460763,132532,491,6,47.1,0.2136,
460764,132533,264,6,77.52,0.3732,
460765,132533,355,2,23.86,0.0934,
460766,132533,99,1,24.5,0.0943,
460767,132533,13,4,42.76,0.17,
460768,132533,184,6,45.78,0.1872,Class 3 Flammable
460769,132533,570,4,20.28,0.1104,
460770,132533,630,1,17.35,0.0836,
460771,132533,358,4,46.36,0.1768,
460772,132533,269,4,158.0,0.7192,
460773,132533,215,2,46.3,0.1728,
460774,132534,716,4,26.96,0.13,
460775,132535,700,1,36.96,0.167,
460776,132535,299,2,5.22,0.0168,
460777,132536,616,6,114.96,0.552,
460778,132537,138,1,5.85,0.0204,
460779,132537,299,2,5.22,0.0168,
460780,132538,520,1,20.03,0.0667,
460781,132538,647,1,6.59,0.0259,
460782,132539,651,1,9.39,0.0431,
460783,132540,92,6,98.58,0.4938,
460784,132541,15,1,16.29,0.0853,
460785,132542,722,4,69.64,0.3308,
460786,132542,743,2,90.54,0.4006,
460787,132542,460,4,112.44,0.5276,
460788,132542,671,4,75.76,0.3936,
460789,132543,357,2,8.66,0.0366,
460790,132543,662,1,23.35,0.0952,
460791,132544,91,4,24.32,0.078,
460792,132544,171,2,13.22,0.0416,
460793,132544,237,1,3.9,0.0143,
460794,132544,641,24,81.6,0.3696,
460795,132545,614,6,104.16,0.3726,
460796,132546,286,1,12.63,0.0582,
460797,132546,184,6,45.78,0.1872,Class 3 Flammable
460798,132546,291,2,12.06,0.0658,
460799,132547,676,2,16.4,0.0572,
460800,132547,431,4,55.44,0.1832,
460801,132547,498,4,35.4,0.1148,
460802,132548,420,4,56.64,0.2812,Class 8 Corrosive
460803,132548,658,2,64.92,0.24,
460804,132549,269,6,237.0,1.0788,
460805,132549,235,2,38.72,0.1874,
460806,132550,536,6,78.66,0.3054,
460807,132550,572,4,26.52,0.098,Class 3 Flammable
460808,132551,651,12,112.68,0.5172,
460809,132552,395,6,90.36,0.4128,Class 3 Flammable
460810,132553,394,1,17.49,0.0708,
460811,132554,271,2,40.78,0.1778,
460812,132554,603,24,95.04,0.4776,
460813,132555,407,4,88.4,0.3288,Class 3 Flammable
460814,132555,348,1,17.84,0.0923,
460815,132555,606,24,173.76,0.9648,
460816,132555,297,2,47.52,0.1924,
460817,132556,575,2,42.42,0.193,
460818,132556,308,4,54.88,0.184,
460819,132557,552,1,6.99,0.0233,
460820,132557,146,12,32.4,0.1584,Class 8 Corrosive
460821,132558,57,12,425.4,2.1696,
460822,132558,460,2,56.22,0.2638,
460823,132558,92,2,32.86,0.1646,
460824,132558,70,6,20.34,0.0786,
460825,132558,195,2,25.74,0.0854,
460826,132558,234,2,8.56,0.0326,
460827,132558,739,2,22.26,0.1122,
460828,132558,52,1,14.02,0.0524,
460829,132558,716,1,6.74,0.0325,
460830,132558,363,1,13.6,0.0467,
460831,132559,629,1,6.56,0.0248,
460832,132560,761,2,16.06,0.0534,
460833,132560,486,12,208.92,0.7116,
460834,132560,383,6,115.14,0.36,Class 3 Flammable
460835,132560,517,12,88.44,0.3588,
460836,132561,579,1,6.75,0.0331,Class 8 Corrosive
460837,132561,651,1,9.39,0.0431,
460838,132561,142,12,141.0,0.5892,Class 9 Misc
460839,132562,2,1,14.14,0.0476,
460840,132562,124,4,40.84,0.1708,
460841,132563,633,1,11.69,0.0479,
460842,132563,747,1,19.02,0.0993,
460843,132563,432,1,27.09,0.1006,
460844,132564,357,1,4.33,0.0183,
460845,132565,37,1,28.06,0.1288,
460846,132565,472,4,44.36,0.1416,
460847,132565,777,1,32.22,0.1631,
460848,132566,70,24,81.36,0.3144,
460849,132566,659,4,45.16,0.1828,
460850,132567,252,12,231.36,1.1268,
460851,132568,327,1,7.66,0.0394,
460852,132568,153,6,83.28,0.2856,
460853,132569,235,12,232.32,1.1244,
460854,132570,642,6,24.54,0.1032,
460855,132571,608,4,133.0,0.5008,
460856,132571,286,2,25.26,0.1164,
460857,132571,260,6,54.6,0.3024,
460858,132572,590,1,16.25,0.0513,
460859,132573,208,2,43.06,0.1584,
460860,132574,35,6,99.0,0.4104,Class 9 Misc
460861,132575,488,2,30.06,0.0988,
460862,132576,376,4,44.88,0.2216,Class 3 Flammable
460863,132576,378,2,23.2,0.1262,
460864,132576,273,2,28.28,0.1196,Class 3 Flammable
460865,132576,212,4,56.72,0.2632,Class 9 Misc
460866,132576,456,1,5.46,0.0241,
460867,132576,533,4,67.44,0.2828,
460868,132577,748,4,214.16,0.6748,
460869,132578,736,1,19.57,0.0706,
460870,132579,426,1,3.92,0.0155,
460871,132580,67,2,12.7,0.055,
460872,132581,447,4,39.6,0.1452,
460873,132581,286,1,12.63,0.0582,
460874,132581,255,2,16.22,0.064,
460875,132581,108,4,64.44,0.2672,
460876,132581,95,12,78.0,0.3468,
460877,132581,449,2,40.76,0.1594,Class 8 Corrosive
460878,132581,718,1,2.12,0.0082,
460879,132581,113,1,25.34,0.1285,Class 3 Flammable
460880,132581,678,6,107.46,0.5814,
460881,132581,660,6,64.98,0.2232,
460882,132581,147,4,102.96,0.358,
460883,132581,228,1,10.4,0.0397,
460884,132581,499,6,147.0,0.7074,
460885,132581,133,4,13.88,0.054,
460886,132581,299,24,62.64,0.2016,
460887,132581,451,4,90.08,0.4384,
460888,132581,583,1,3.48,0.0121,
460889,132581,733,4,25.24,0.086,Class 8 Corrosive
460890,132581,647,2,13.18,0.0518,
460891,132581,763,1,14.66,0.0541,
460892,132582,599,1,6.32,0.0288,
460893,132582,13,4,42.76,0.17,
460894,132583,226,6,51.42,0.2196,
460895,132583,367,4,18.0,0.0964,Class 9 Misc
460896,132583,304,2,15.76,0.0872,
460897,132583,18,4,33.16,0.1248,Class 8 Corrosive
460898,132583,294,12,50.16,0.162,
460899,132583,675,2,22.18,0.0802,
460900,132584,341,2,32.28,0.1176,
460901,132585,249,6,39.18,0.1464,
460902,132585,253,1,16.37,0.0545,
460903,132586,269,2,79.0,0.3596,
460904,132586,501,1,4.26,0.023,Class 3 Flammable
460905,132586,198,2,6.08,0.0222,
460906,132586,419,2,35.9,0.1346,
460907,132587,271,1,20.39,0.0889,
460908,132587,182,2,9.14,0.0296,
460909,132587,232,1,12.64,0.0434,Class 8 Corrosive
460910,132587,153,2,27.76,0.0952,
460911,132587,451,2,45.04,0.2192,
460912,132587,140,2,17.3,0.0834,Class 3 Flammable
460913,132588,390,2,12.3,0.0628,
460914,132588,8,1,19.8,0.0713,
460915,132588,509,6,18.24,0.0768,
460916,132589,709,1,14.05,0.0449,
460917,132590,593,1,6.05,0.0336,
460918,132590,208,1,21.53,0.0792,
460919,132591,760,1,2.94,0.0116,Class 3 Flammable
460920,132591,638,1,12.66,0.0516,
460921,132592,184,1,7.63,0.0312,Class 3 Flammable
460922,132593,153,4,55.52,0.1904,
460923,132593,392,4,62.4,0.302,
460924,132594,239,2,34.52,0.139,Class 3 Flammable
460925,132595,129,2,10.06,0.039,
460926,132595,233,2,22.32,0.0918,
460927,132595,237,2,7.8,0.0286,
460928,132595,691,4,33.72,0.12,Class 8 Corrosive
460929,132595,763,4,58.64,0.2164,
460930,132595,603,1,3.96,0.0199,
460931,132595,701,1,28.93,0.0933,
460932,132595,86,6,35.76,0.1338,
460933,132595,96,24,240.96,1.1064,Class 9 Misc
460934,132595,640,1,13.65,0.0525,
460935,132595,255,1,8.11,0.032,
460936,132595,502,6,58.14,0.1932,
460937,132595,596,6,47.52,0.2004,
460938,132595,131,1,12.97,0.0474,
460939,132595,580,6,52.14,0.2064,
460940,132595,376,1,11.22,0.0554,Class 3 Flammable
460941,132595,594,4,76.6,0.3192,
460942,132595,464,12,19.56,0.096,Class 9 Misc
460943,132595,576,1,1.75,0.0077,
460944,132595,774,4,17.8,0.084,Class 3 Flammable
460945,132596,735,2,8.66,0.0298,Class 8 Corrosive
460946,132596,594,6,114.9,0.4788,
460947,132597,673,2,23.28,0.099,
460948,132597,63,6,32.52,0.1272,
460949,132597,623,4,17.56,0.056,
460950,132598,479,2,53.08,0.1798,
460951,132598,42,24,408.48,1.9728,
460952,132599,338,1,21.69,0.0679,
460953,132600,51,24,414.72,1.6176,
460954,132600,735,2,8.66,0.0298,Class 8 Corrosive
460955,132601,350,6,81.12,0.264,
460956,132602,710,2,36.12,0.1482,
460957,132602,275,24,302.64,1.4856,
460958,132602,269,2,79.0,0.3596,
460959,132602,733,6,37.86,0.129,Class 8 Corrosive
460960,132602,18,2,16.58,0.0624,Class 8 Corrosive
460961,132602,231,2,38.02,0.1642,
460962,132602,287,1,28.06,0.1171,
460963,132602,23,12,143.4,0.528,
460964,132602,474,4,49.32,0.2484,
460965,132602,285,2,28.52,0.1252,
460966,132603,5,2,19.42,0.0714,
460967,132603,403,2,20.44,0.0724,
460968,132604,657,12,166.68,0.7992,
460969,132604,36,4,8.76,0.0344,
460970,132604,609,4,59.8,0.202,
460971,132605,692,4,19.28,0.0668,
460972,132605,760,2,5.88,0.0232,Class 3 Flammable
460973,132605,726,2,9.14,0.0352,
460974,132605,621,4,39.64,0.124,
460975,132606,454,1,10.34,0.0454,
460976,132606,377,4,89.12,0.2844,
460977,132606,71,4,65.36,0.2276,
460978,132606,295,2,37.52,0.189,
460979,132607,692,6,28.92,0.1002,
460980,132607,105,1,18.81,0.0916,
460981,132608,498,6,53.1,0.1722,
460982,132608,158,1,4.18,0.0173,
460983,132608,702,1,7.19,0.0337,
460984,132608,198,4,12.16,0.0444,
460985,132609,409,6,102.0,0.4128,
460986,132610,735,12,51.96,0.1788,Class 8 Corrosive
460987,132610,262,6,100.92,0.3516,
460988,132610,595,6,30.42,0.1152,
460989,132610,38,4,35.68,0.1164,
460990,132611,136,1,10.62,0.0443,
460991,132612,329,4,37.32,0.13,
460992,132612,76,12,217.44,0.8568,
460993,132612,393,2,30.56,0.1644,
460994,132612,149,1,8.94,0.035,
460995,132613,95,24,156.0,0.6936,
460996,132614,206,2,35.04,0.1532,
460997,132614,342,2,27.98,0.0916,
460998,132615,585,4,57.2,0.1824,
460999,132616,242,1,13.3,0.0621,
461000,132616,697,1,7.34,0.0237,
461001,132616,470,6,148.14,0.6378,
461002,132616,316,1,4.55,0.0153,
461003,132617,18,6,49.74,0.1872,Class 8 Corrosive
461004,132618,265,2,7.9,0.0366,Class 3 Flammable
461005,132618,580,6,52.14,0.2064,
461006,132618,149,2,17.88,0.07,
461007,132618,670,6,43.98,0.1548,Class 8 Corrosive
461008,132619,196,6,140.82,0.621,
461009,132619,111,6,65.46,0.345,
461010,132619,671,4,75.76,0.3936,
461011,132619,473,6,97.68,0.3594,
461012,132619,685,4,66.04,0.3356,
461013,132619,191,12,43.68,0.1944,
461014,132619,754,2,24.2,0.103,
461015,132619,385,6,140.88,0.7716,
461016,132619,323,2,34.04,0.1682,
461017,132619,44,4,29.08,0.1096,
461018,132620,24,1,13.04,0.0534,
461019,132620,354,6,198.24,0.6774,
461020,132620,35,1,16.5,0.0684,Class 9 Misc
461021,132621,492,2,14.6,0.0722,
461022,132621,626,6,39.48,0.1656,
461023,132621,567,4,61.12,0.2,
461024,132622,96,12,120.48,0.5532,Class 9 Misc
461025,132623,651,2,18.78,0.0862,
461026,132623,584,1,2.59,0.0098,
461027,132623,204,6,38.52,0.1554,
461028,132623,351,1,23.25,0.0812,
461029,132623,289,2,25.0,0.1244,
461030,132623,190,6,62.04,0.3228,Class 8 Corrosive
461031,132623,29,1,2.86,0.013,Class 3 Flammable
461032,132623,95,12,78.0,0.3468,
461033,132623,413,1,16.69,0.0804,
461034,132623,530,2,12.44,0.0492,
461035,132624,615,1,12.98,0.0619,
461036,132624,469,1,7.2,0.0267,
461037,132624,144,4,35.36,0.1608,
461038,132624,702,12,86.28,0.4044,
461039,132624,594,2,38.3,0.1596,
461040,132624,693,6,130.2,0.675,
461041,132625,338,4,86.76,0.2716,
461042,132625,718,1,2.12,0.0082,
461043,132625,734,12,226.68,0.9984,Class 3 Flammable
461044,132625,566,1,4.71,0.0195,
461045,132625,223,4,61.4,0.2372,
461046,132625,642,12,49.08,0.2064,
461047,132626,212,6,85.08,0.3948,Class 9 Misc
461048,132626,268,1,14.78,0.0593,
461049,132626,525,12,380.88,1.8012,
461050,132626,243,1,2.84,0.0122,
461051,132626,96,1,10.04,0.0461,Class 9 Misc
461052,132626,620,1,12.79,0.0412,
461053,132626,744,1,10.62,0.0512,
461054,132626,152,1,18.17,0.0721,
461055,132626,37,2,56.12,0.2576,
461056,132626,629,1,6.56,0.0248,
461057,132627,95,1,6.5,0.0289,
461058,132628,106,1,17.19,0.0564,Class 8 Corrosive
461059,132628,11,1,20.63,0.0749,
461060,132629,635,2,18.2,0.0672,
461061,132630,563,6,242.88,1.0146,Class 8 Corrosive
461062,132630,539,1,14.54,0.0487,
461063,132630,357,6,25.98,0.1098,
461064,132630,136,1,10.62,0.0443,
461065,132630,260,4,36.4,0.2016,
461066,132630,753,4,52.8,0.2264,
461067,132631,655,1,2.0,0.0063,Class 8 Corrosive
461068,132632,455,24,462.96,1.6968,
461069,132632,330,2,19.9,0.0946,Class 9 Misc
461070,132632,685,2,33.02,0.1678,
461071,132633,598,12,108.96,0.3552,Class 3 Flammable
461072,132633,348,1,17.84,0.0923,
461073,132633,473,6,97.68,0.3594,
461074,132633,20,6,96.0,0.3516,
461075,132633,168,4,100.36,0.3472,
461076,132633,32,6,114.84,0.36,Class 3 Flammable
461077,132634,553,1,22.76,0.0959,
461078,132634,770,1,19.05,0.0787,
461079,132634,325,4,75.08,0.3908,Class 3 Flammable
461080,132634,394,1,17.49,0.0708,
461081,132634,221,2,35.26,0.1182,
461082,132634,51,1,17.28,0.0674,
461083,132635,773,1,14.98,0.0532,
461084,132635,148,2,43.52,0.2054,Class 9 Misc
461085,132636,439,1,9.16,0.0448,
461086,132636,675,6,66.54,0.2406,
461087,132636,422,12,92.28,0.2892,
461088,132636,364,1,15.83,0.0497,
461089,132637,599,2,12.64,0.0576,
461090,132638,609,1,14.95,0.0505,
461091,132639,339,4,30.6,0.1216,
461092,132639,570,6,30.42,0.1656,
461093,132639,175,1,12.34,0.0433,
461094,132640,257,1,11.88,0.0496,
461095,132640,661,24,43.2,0.1488,
461096,132641,739,2,22.26,0.1122,
461097,132641,155,12,243.48,0.8172,
461098,132641,707,24,24.24,0.1224,
461099,132641,498,6,53.1,0.1722,
461100,132641,130,1,4.46,0.0161,
461101,132641,705,4,28.84,0.096,
461102,132641,735,24,103.92,0.3576,Class 8 Corrosive
461103,132641,309,1,27.41,0.0867,
461104,132641,533,2,33.72,0.1414,
461105,132641,543,4,72.96,0.2652,
461106,132642,776,2,59.44,0.2376,
461107,132642,424,2,29.88,0.1468,
461108,132642,406,1,5.28,0.0273,
461109,132642,427,4,41.0,0.1668,
461110,132642,449,6,122.28,0.4782,Class 8 Corrosive
461111,132642,686,6,91.14,0.3078,Class 9 Misc
461112,132643,185,1,12.78,0.0456,
461113,132643,592,6,81.0,0.3402,Class 3 Flammable
461114,132643,666,1,20.45,0.0787,
461115,132643,512,12,125.88,0.4596,
461116,132643,687,6,207.3,0.7938,
461117,132643,349,2,9.02,0.0338,
461118,132644,635,6,54.6,0.2016,
461119,132645,161,4,17.84,0.0584,
461120,132646,322,1,9.5,0.0397,
461121,132646,212,1,14.18,0.0658,Class 9 Misc
461122,132647,335,4,11.44,0.0404,
461123,132647,490,1,2.02,0.0108,
461124,132647,743,1,45.27,0.2003,
461125,132648,645,2,33.6,0.1856,
461126,132648,304,1,7.88,0.0436,
461127,132649,552,1,6.99,0.0233,
461128,132650,338,1,21.69,0.0679,
461129,132650,139,2,29.22,0.1014,Class 8 Corrosive
461130,132651,636,6,162.72,0.5238,Class 9 Misc
461131,132651,653,6,51.9,0.228,Class 3 Flammable
461132,132651,207,2,77.48,0.2902,Class 9 Misc
461133,132651,224,1,13.23,0.0481,
461134,132651,633,4,46.76,0.1916,
461135,132651,209,6,72.84,0.3144,
461136,132652,196,2,46.94,0.207,
461137,132653,497,1,27.53,0.0915,
461138,132653,42,12,204.24,0.9864,
461139,132654,593,1,6.05,0.0336,
461140,132654,590,1,16.25,0.0513,
461141,132654,690,12,159.36,0.594,
461142,132655,424,2,29.88,0.1468,
461143,132656,481,4,31.6,0.1324,Class 9 Misc
461144,132656,504,1,13.13,0.0532,
461145,132656,55,24,160.56,0.8304,
461146,132656,98,1,24.09,0.1181,
461147,132656,27,1,10.7,0.0372,
461148,132656,422,2,15.38,0.0482,
461149,132657,44,2,14.54,0.0548,
461150,132657,129,1,5.03,0.0195,
461151,132657,59,2,48.04,0.1694,
461152,132657,298,2,39.12,0.1386,
461153,132657,488,1,15.03,0.0494,
461154,132657,381,2,24.94,0.1364,
461155,132658,289,6,75.0,0.3732,
461156,132659,624,2,27.42,0.122,
461157,132659,69,4,29.96,0.1408,Class 3 Flammable
461158,132659,699,4,31.6,0.1716,
461159,132660,276,2,37.94,0.134,
461160,132661,766,24,304.32,1.4112,
461161,132661,673,6,69.84,0.297,
461162,132661,335,1,2.86,0.0101,
461163,132662,739,4,44.52,0.2244,
461164,132663,137,12,116.16,0.5196,
461165,132663,127,4,11.12,0.0564,
461166,132663,645,4,67.2,0.3712,
461167,132663,348,1,17.84,0.0923,
461168,132664,687,2,69.1,0.2646,
461169,132665,380,1,17.84,0.061,Class 8 Corrosive
461170,132666,76,6,108.72,0.4284,
461171,132667,481,4,31.6,0.1324,Class 9 Misc
461172,132667,644,6,88.68,0.3894,
461173,132667,362,24,849.84,2.9736,
461174,132668,606,1,7.24,0.0402,
461175,132669,402,1,13.04,0.0518,
461176,132669,172,1,1.71,0.0054,
461177,132669,157,6,47.1,0.1764,
461178,132670,509,1,3.04,0.0128,
461179,132670,340,12,71.04,0.3756,
461180,132670,441,6,14.94,0.0696,
461181,132671,651,24,225.36,1.0344,
461182,132672,256,4,42.88,0.1416,
461183,132672,507,1,15.62,0.0518,
461184,132672,699,1,7.9,0.0429,
461185,132673,777,4,128.88,0.6524,
461186,132674,51,1,17.28,0.0674,
461187,132674,268,6,88.68,0.3558,
461188,132674,274,24,260.64,1.164,
461189,132674,524,1,6.34,0.0335,
461190,132674,681,6,165.84,0.7872,
461191,132674,110,6,135.3,0.4794,
461192,132675,439,1,9.16,0.0448,
461193,132675,575,6,127.26,0.579,
461194,132676,414,1,15.23,0.06,
461195,132676,443,4,49.52,0.2232,
461196,132676,302,1,16.74,0.0536,
461197,132676,364,1,15.83,0.0497,
461198,132676,229,1,3.21,0.0158,
461199,132676,437,1,8.16,0.0268,
461200,132677,662,24,560.4,2.2848,
461201,132677,375,12,23.28,0.0744,
461202,132677,140,1,8.65,0.0417,Class 3 Flammable
461203,132678,617,2,20.0,0.1032,
461204,132678,84,2,39.18,0.1832,
461205,132678,727,4,55.72,0.2192,
461206,132678,42,1,17.02,0.0822,
461207,132678,68,24,150.96,0.7152,
461208,132678,352,6,34.02,0.1368,
461209,132678,490,1,2.02,0.0108,
461210,132678,682,1,46.73,0.1537,
461211,132678,329,1,9.33,0.0325,
461212,132678,487,1,32.97,0.175,
461213,132679,776,4,118.88,0.4752,
461214,132680,576,2,3.5,0.0154,
461215,132680,559,2,23.3,0.1036,Class 8 Corrosive
461216,132680,506,1,22.65,0.0716,
461217,132680,760,4,11.76,0.0464,Class 3 Flammable
461218,132680,282,4,71.48,0.302,Class 9 Misc
461219,132680,566,4,18.84,0.078,
461220,132680,177,2,35.94,0.1658,
461221,132680,298,2,39.12,0.1386,
461222,132680,314,1,6.69,0.0214,
461223,132680,133,1,3.47,0.0135,
461224,132681,508,1,22.56,0.0944,Class 8 Corrosive
461225,132681,267,12,49.44,0.198,
461226,132681,70,1,3.39,0.0131,
461227,132681,750,2,58.86,0.1916,
461228,132682,229,2,6.42,0.0316,
461229,132682,271,12,244.68,1.0668,
461230,132682,600,1,4.63,0.0174,
461231,132683,172,2,3.42,0.0108,
461232,132683,102,12,33.0,0.1608,
461233,132683,503,4,124.88,0.5192,
461234,132683,637,1,7.37,0.0328,
461235,132683,614,4,69.44,0.2484,
461236,132683,434,2,28.72,0.099,Class 3 Flammable
461237,132683,670,4,29.32,0.1032,Class 8 Corrosive
461238,132683,291,1,6.03,0.0329,
461239,132683,563,1,40.48,0.1691,Class 8 Corrosive
461240,132683,420,2,28.32,0.1406,Class 8 Corrosive
461241,132684,480,6,57.24,0.1902,
461242,132685,167,2,3.02,0.0118,
461243,132685,579,1,6.75,0.0331,Class 8 Corrosive
461244,132686,436,4,83.72,0.266,
461245,132686,746,2,16.88,0.0794,Class 3 Flammable
461246,132686,665,6,51.54,0.2544,
461247,132687,399,24,236.16,1.1184,
461248,132687,353,1,23.22,0.0746,
461249,132687,427,1,10.25,0.0417,
461250,132687,473,1,16.28,0.0599,
461251,132687,222,2,57.88,0.3044,
461252,132687,28,1,2.83,0.013,
461253,132688,557,1,10.2,0.0413,
461254,132688,723,2,15.64,0.067,
461255,132688,626,6,39.48,0.1656,
461256,132688,479,1,26.54,0.0899,
461257,132689,546,4,61.6,0.1952,
461258,132689,94,12,165.72,0.6552,
461259,132689,35,6,99.0,0.4104,Class 9 Misc
461260,132689,376,1,11.22,0.0554,Class 3 Flammable
461261,132689,489,2,33.88,0.1128,
461262,132689,611,2,35.0,0.1312,
461263,132690,729,1,4.08,0.0178,
461264,132691,30,6,24.54,0.0834,Class 8 Corrosive
461265,132692,6,2,42.3,0.1976,Class 9 Misc
461266,132693,653,1,8.65,0.038,Class 3 Flammable
461267,132693,31,12,208.68,0.666,
461268,132694,179,1,10.02,0.0352,
461269,132694,466,1,7.99,0.0282,
461270,132695,466,24,191.76,0.6768,
461271,132695,3,4,50.12,0.1872,
461272,132695,662,1,23.35,0.0952,
461273,132695,660,1,10.83,0.0372,
461274,132695,109,2,13.64,0.047,
