invoice_id,invoice_number,customer_id,invoice_date,due_date,net_amount_aud,gst_amount_aud,total_amount_aud,payment_date,invoice_status
18487,INV-202603-000464,464,2026-03-31,2026-05-30,3295.06,329.51,3624.57,2026-05-14,PAID
18488,INV-202604-000464,464,2026-04-30,2026-06-29,2533.89,253.39,2787.28,2026-06-13,PAID
18489,INV-202605-000464,464,2026-05-31,2026-07-30,3724.87,372.49,4097.36,2026-07-10,PAID
18490,INV-202606-000464,464,2026-06-30,2026-08-29,5547.39,554.74,6102.13,2026-08-14,PAID
18491,INV-202301-000465,465,2023-01-31,2023-04-01,275.13,27.51,302.64,2023-04-30,PAID_LATE
18492,INV-202302-000465,465,2023-02-28,2023-04-29,219.93,21.99,241.92,2023-04-19,PAID
18493,INV-202303-000465,465,2023-03-31,2023-05-30,736.21,73.62,809.83,2023-05-23,PAID
18494,INV-202304-000465,465,2023-04-30,2023-06-29,725.13,72.51,797.64,2023-06-23,PAID
18495,INV-202305-000465,465,2023-05-31,2023-07-30,1939.71,193.97,2133.68,2023-07-24,PAID
18496,INV-202306-000465,465,2023-06-30,2023-08-29,764.83,76.48,841.31,2023-08-22,PAID
18497,INV-202307-000465,465,2023-07-31,2023-09-29,1369.04,136.9,1505.94,2023-09-21,PAID
18498,INV-202308-000465,465,2023-08-31,2023-10-30,289.27,28.93,318.2,2023-10-23,PAID
18499,INV-202309-000465,465,2023-09-30,2023-11-29,1727.16,172.72,1899.88,2023-11-26,PAID
18500,INV-202310-000465,465,2023-10-31,2023-12-30,1808.63,180.86,1989.49,2023-12-22,PAID
18501,INV-202311-000465,465,2023-11-30,2024-01-29,418.9,41.89,460.79,2024-01-28,PAID
18502,INV-202312-000465,465,2023-12-31,2024-02-29,315.68,31.57,347.25,2024-02-22,PAID
18503,INV-202401-000465,465,2024-01-31,2024-03-31,1089.55,108.95,1198.5,2024-03-29,PAID
18504,INV-202402-000465,465,2024-02-29,2024-04-29,1458.7,145.87,1604.57,2024-06-26,PAID_LATE
18505,INV-202403-000465,465,2024-03-31,2024-05-30,1394.48,139.45,1533.93,2024-06-19,PAID_LATE
18506,INV-202404-000465,465,2024-04-30,2024-06-29,669.55,66.96,736.51,2024-06-22,PAID
18507,INV-202405-000465,465,2024-05-31,2024-07-30,2113.77,211.38,2325.15,2024-08-03,PAID_LATE
18508,INV-202406-000465,465,2024-06-30,2024-08-29,1091.6,109.16,1200.76,2024-08-19,PAID
18509,INV-202407-000465,465,2024-07-31,2024-09-29,412.16,41.22,453.38,2024-09-17,PAID
18510,INV-202408-000465,465,2024-08-31,2024-10-30,2291.46,229.15,2520.61,2024-10-12,PAID
18511,INV-202410-000465,465,2024-10-31,2024-12-30,380.76,38.08,418.84,2024-12-28,PAID
18512,INV-202411-000465,465,2024-11-30,2025-01-29,1353.32,135.33,1488.65,2025-01-19,PAID
18513,INV-202412-000465,465,2024-12-31,2025-03-01,1024.35,102.44,1126.79,,OUTSTANDING
18514,INV-202501-000465,465,2025-01-31,2025-04-01,502.54,50.25,552.79,2025-03-27,PAID
18515,INV-202502-000465,465,2025-02-28,2025-04-29,262.82,26.28,289.1,2025-04-19,PAID
18516,INV-202503-000465,465,2025-03-31,2025-05-30,117.88,11.79,129.67,2025-07-05,PAID_LATE
18517,INV-202504-000465,465,2025-04-30,2025-06-29,1474.84,147.48,1622.32,2025-06-19,PAID
18518,INV-202505-000465,465,2025-05-31,2025-07-30,1691.93,169.19,1861.12,2025-07-17,PAID
18519,INV-202507-000465,465,2025-07-31,2025-09-29,2209.02,220.9,2429.92,2025-09-12,PAID
18520,INV-202508-000465,465,2025-08-31,2025-10-30,2300.13,230.01,2530.14,2025-11-09,PAID_LATE
18521,INV-202509-000465,465,2025-09-30,2025-11-29,1434.26,143.43,1577.69,2025-11-23,PAID
18522,INV-202510-000465,465,2025-10-31,2025-12-30,2477.72,247.77,2725.49,2025-12-23,PAID
18523,INV-202511-000465,465,2025-11-30,2026-01-29,1855.23,185.52,2040.75,2026-01-20,PAID
18524,INV-202512-000465,465,2025-12-31,2026-03-01,999.77,99.98,1099.75,2026-02-22,PAID
18525,INV-202601-000465,465,2026-01-31,2026-04-01,213.54,21.35,234.89,2026-03-30,PAID
18526,INV-202602-000465,465,2026-02-28,2026-04-29,1007.82,100.78,1108.6,2026-04-22,PAID
18527,INV-202603-000465,465,2026-03-31,2026-05-30,1657.89,165.79,1823.68,2026-05-26,PAID
18528,INV-202604-000465,465,2026-04-30,2026-06-29,881.85,88.19,970.04,2026-06-27,PAID
18529,INV-202605-000465,465,2026-05-31,2026-07-30,759.79,75.98,835.77,2026-07-23,PAID
18530,INV-202606-000465,465,2026-06-30,2026-08-29,981.07,98.11,1079.18,2026-08-22,PAID
18531,INV-202301-000466,466,2023-01-31,2023-02-14,375.33,37.53,412.86,2023-02-10,PAID
18532,INV-202302-000466,466,2023-02-28,2023-03-14,297.6,29.76,327.36,2023-03-07,PAID
18533,INV-202304-000466,466,2023-04-30,2023-05-14,722.53,72.25,794.78,2023-05-02,PAID
18534,INV-202305-000466,466,2023-05-31,2023-06-14,1103.39,110.34,1213.73,2023-06-24,PAID_LATE
18535,INV-202306-000466,466,2023-06-30,2023-07-14,855.72,85.57,941.29,2023-07-07,PAID
18536,INV-202307-000466,466,2023-07-31,2023-08-14,703.15,70.31,773.46,2023-08-07,PAID
18537,INV-202308-000466,466,2023-08-31,2023-09-14,713.24,71.32,784.56,,OUTSTANDING
18538,INV-202309-000466,466,2023-09-30,2023-10-14,1436.49,143.65,1580.14,2023-10-11,PAID
18539,INV-202310-000466,466,2023-10-31,2023-11-14,662.76,66.28,729.04,2023-11-30,PAID_LATE
18540,INV-202311-000466,466,2023-11-30,2023-12-14,1066.85,106.69,1173.54,2023-12-12,PAID
18541,INV-202312-000466,466,2023-12-31,2024-01-14,510.97,51.1,562.07,2024-01-11,PAID
18542,INV-202401-000466,466,2024-01-31,2024-02-14,910.95,91.09,1002.04,2024-02-10,PAID
18543,INV-202402-000466,466,2024-02-29,2024-03-14,104.85,10.48,115.33,2024-03-14,PAID_LATE
18544,INV-202403-000466,466,2024-03-31,2024-04-14,689.23,68.92,758.15,2024-04-03,PAID
18545,INV-202404-000466,466,2024-04-30,2024-05-14,390.78,39.08,429.86,2024-05-01,PAID
18546,INV-202405-000466,466,2024-05-31,2024-06-14,1385.46,138.55,1524.01,2024-06-05,PAID
18547,INV-202406-000466,466,2024-06-30,2024-07-14,914.08,91.41,1005.49,2024-07-04,PAID
18548,INV-202407-000466,466,2024-07-31,2024-08-14,1099.52,109.95,1209.47,2024-08-07,PAID
18549,INV-202408-000466,466,2024-08-31,2024-09-14,1615.01,161.5,1776.51,2024-09-02,PAID
18550,INV-202409-000466,466,2024-09-30,2024-10-14,476.25,47.62,523.87,2024-10-23,PAID_LATE
18551,INV-202410-000466,466,2024-10-31,2024-11-14,235.01,23.5,258.51,2024-11-09,PAID
18552,INV-202411-000466,466,2024-11-30,2024-12-14,326.55,32.66,359.21,2024-11-28,PAID
18553,INV-202412-000466,466,2024-12-31,2025-01-14,1842.38,184.24,2026.62,2025-01-15,PAID_LATE
18554,INV-202501-000466,466,2025-01-31,2025-02-14,1281.66,128.17,1409.83,2025-02-09,PAID
18555,INV-202502-000466,466,2025-02-28,2025-03-14,566.95,56.7,623.65,2025-03-10,PAID
18556,INV-202503-000466,466,2025-03-31,2025-04-14,226.72,22.67,249.39,2025-04-08,PAID
18557,INV-202504-000466,466,2025-04-30,2025-05-14,1137.26,113.73,1250.99,2025-06-19,PAID_LATE
18558,INV-202505-000466,466,2025-05-31,2025-06-14,631.67,63.17,694.84,2025-06-10,PAID
18559,INV-202506-000466,466,2025-06-30,2025-07-14,2600.9,260.09,2860.99,2025-07-08,PAID
18560,INV-202507-000466,466,2025-07-31,2025-08-14,1063.22,106.32,1169.54,2025-08-11,PAID
18561,INV-202508-000466,466,2025-08-31,2025-09-14,305.98,30.6,336.58,2025-09-05,PAID
18562,INV-202509-000466,466,2025-09-30,2025-10-14,142.91,14.29,157.2,2025-10-10,PAID
18563,INV-202510-000466,466,2025-10-31,2025-11-14,1118.5,111.85,1230.35,2025-12-05,PAID_LATE
18564,INV-202511-000466,466,2025-11-30,2025-12-14,412.76,41.28,454.04,2025-12-13,PAID
18565,INV-202512-000466,466,2025-12-31,2026-01-14,924.7,92.47,1017.17,2026-01-07,PAID
18566,INV-202601-000466,466,2026-01-31,2026-02-14,1954.43,195.44,2149.87,2026-02-10,PAID
18567,INV-202602-000466,466,2026-02-28,2026-03-14,561.82,56.18,618.0,2026-03-09,PAID
18568,INV-202603-000466,466,2026-03-31,2026-04-14,712.89,71.29,784.18,2026-04-05,PAID
18569,INV-202604-000466,466,2026-04-30,2026-05-14,1130.59,113.06,1243.65,2026-04-30,PAID
18570,INV-202605-000466,466,2026-05-31,2026-06-14,2321.09,232.11,2553.2,2026-06-23,PAID_LATE
18571,INV-202606-000466,466,2026-06-30,2026-07-14,926.79,92.68,1019.47,2026-07-01,PAID
18572,INV-202301-000467,467,2023-01-31,2023-03-02,1593.41,159.34,1752.75,2023-02-24,PAID
18573,INV-202302-000467,467,2023-02-28,2023-03-30,173.16,17.32,190.48,,OUTSTANDING
18574,INV-202303-000467,467,2023-03-31,2023-04-30,1307.7,130.77,1438.47,2023-04-27,PAID
18575,INV-202304-000467,467,2023-04-30,2023-05-30,283.84,28.38,312.22,2023-05-22,PAID
18576,INV-202305-000467,467,2023-05-31,2023-06-30,399.78,39.98,439.76,2023-06-23,PAID
18577,INV-202306-000467,467,2023-06-30,2023-07-30,144.82,14.48,159.3,2023-07-24,PAID
18578,INV-202307-000467,467,2023-07-31,2023-08-30,682.61,68.26,750.87,2023-08-25,PAID
18579,INV-202308-000467,467,2023-08-31,2023-09-30,250.05,25.01,275.06,2023-09-09,PAID
18580,INV-202309-000467,467,2023-09-30,2023-10-30,866.67,86.67,953.34,2023-10-27,PAID
18581,INV-202310-000467,467,2023-10-31,2023-11-30,1814.57,181.46,1996.03,,OUTSTANDING
18582,INV-202311-000467,467,2023-11-30,2023-12-30,1678.59,167.86,1846.45,2023-12-24,PAID
18583,INV-202312-000467,467,2023-12-31,2024-01-30,167.26,16.73,183.99,2024-01-26,PAID
18584,INV-202401-000467,467,2024-01-31,2024-03-01,2077.57,207.76,2285.33,2024-02-23,PAID
18585,INV-202402-000467,467,2024-02-29,2024-03-30,144.66,14.47,159.13,2024-03-09,PAID
18586,INV-202403-000467,467,2024-03-31,2024-04-30,337.84,33.78,371.62,2024-04-25,PAID
18587,INV-202404-000467,467,2024-04-30,2024-05-30,788.56,78.86,867.42,2024-05-17,PAID
18588,INV-202405-000467,467,2024-05-31,2024-06-30,774.27,77.43,851.7,2024-06-26,PAID
18589,INV-202406-000467,467,2024-06-30,2024-07-30,915.96,91.6,1007.56,2024-07-22,PAID
18590,INV-202407-000467,467,2024-07-31,2024-08-30,581.88,58.19,640.07,2024-08-26,PAID
18591,INV-202408-000467,467,2024-08-31,2024-09-30,621.5,62.15,683.65,2024-09-24,PAID
18592,INV-202409-000467,467,2024-09-30,2024-10-30,272.34,27.23,299.57,2024-10-29,PAID
18593,INV-202410-000467,467,2024-10-31,2024-11-30,519.59,51.96,571.55,2024-12-17,PAID_LATE
18594,INV-202412-000467,467,2024-12-31,2025-01-30,601.96,60.2,662.16,2025-01-20,PAID
18595,INV-202501-000467,467,2025-01-31,2025-03-02,973.21,97.32,1070.53,2025-03-01,PAID
18596,INV-202504-000467,467,2025-04-30,2025-05-30,681.09,68.11,749.2,2025-05-23,PAID
18597,INV-202505-000467,467,2025-05-31,2025-06-30,2989.37,298.94,3288.31,2025-06-27,PAID
18598,INV-202506-000467,467,2025-06-30,2025-07-30,742.07,74.21,816.28,2025-07-25,PAID
18599,INV-202507-000467,467,2025-07-31,2025-08-30,384.83,38.48,423.31,2025-08-17,PAID
18600,INV-202508-000467,467,2025-08-31,2025-09-30,636.81,63.68,700.49,2025-09-22,PAID
18601,INV-202509-000467,467,2025-09-30,2025-10-30,849.9,84.99,934.89,,OUTSTANDING
18602,INV-202510-000467,467,2025-10-31,2025-11-30,957.2,95.72,1052.92,2025-11-21,PAID
18603,INV-202511-000467,467,2025-11-30,2025-12-30,458.69,45.87,504.56,2025-12-25,PAID
18604,INV-202512-000467,467,2025-12-31,2026-01-30,1232.27,123.23,1355.5,2026-01-24,PAID
18605,INV-202601-000467,467,2026-01-31,2026-03-02,463.95,46.4,510.35,2026-02-22,PAID
18606,INV-202603-000467,467,2026-03-31,2026-04-30,858.35,85.84,944.19,2026-04-19,PAID
18607,INV-202604-000467,467,2026-04-30,2026-05-30,2302.6,230.26,2532.86,2026-05-24,PAID
18608,INV-202605-000467,467,2026-05-31,2026-06-30,626.72,62.67,689.39,2026-07-16,PAID_LATE
18609,INV-202606-000467,467,2026-06-30,2026-07-30,816.73,81.67,898.4,2026-07-27,PAID
18610,INV-202301-000468,468,2023-01-31,2023-03-17,457.82,45.78,503.6,2023-03-13,PAID
18611,INV-202302-000468,468,2023-02-28,2023-04-14,591.54,59.15,650.69,2023-03-21,PAID
18612,INV-202303-000468,468,2023-03-31,2023-05-15,629.55,62.95,692.5,2023-05-11,PAID
18613,INV-202304-000468,468,2023-04-30,2023-06-14,1681.67,168.17,1849.84,2023-05-23,PAID
18614,INV-202305-000468,468,2023-05-31,2023-07-15,1181.41,118.14,1299.55,2023-07-09,PAID
18615,INV-202306-000468,468,2023-06-30,2023-08-14,1404.38,140.44,1544.82,2023-08-04,PAID
18616,INV-202307-000468,468,2023-07-31,2023-09-14,286.16,28.62,314.78,2023-09-14,PAID
18617,INV-202308-000468,468,2023-08-31,2023-10-15,1510.9,151.09,1661.99,2023-10-11,PAID
18618,INV-202309-000468,468,2023-09-30,2023-11-14,1590.0,159.0,1749.0,2023-11-12,PAID
18619,INV-202310-000468,468,2023-10-31,2023-12-15,978.98,97.9,1076.88,2023-12-15,PAID
18620,INV-202311-000468,468,2023-11-30,2024-01-14,2413.14,241.31,2654.45,2024-01-06,PAID
18621,INV-202312-000468,468,2023-12-31,2024-02-14,273.43,27.34,300.77,2024-01-30,PAID
18622,INV-202401-000468,468,2024-01-31,2024-03-16,158.11,15.81,173.92,2024-03-07,PAID
18623,INV-202402-000468,468,2024-02-29,2024-04-14,245.86,24.59,270.45,2024-04-05,PAID
18624,INV-202403-000468,468,2024-03-31,2024-05-15,690.24,69.02,759.26,2024-05-13,PAID
18625,INV-202404-000468,468,2024-04-30,2024-06-14,1194.62,119.46,1314.08,2024-07-14,PAID_LATE
18626,INV-202405-000468,468,2024-05-31,2024-07-15,1724.72,172.47,1897.19,2024-07-07,PAID
18627,INV-202406-000468,468,2024-06-30,2024-08-14,2233.93,223.39,2457.32,2024-09-11,PAID_LATE
18628,INV-202407-000468,468,2024-07-31,2024-09-14,886.72,88.67,975.39,2024-09-13,PAID
18629,INV-202408-000468,468,2024-08-31,2024-10-15,1306.96,130.7,1437.66,2024-10-13,PAID
18630,INV-202409-000468,468,2024-09-30,2024-11-14,1683.96,168.4,1852.36,2024-11-10,PAID
18631,INV-202410-000468,468,2024-10-31,2024-12-15,1924.33,192.43,2116.76,2024-12-07,PAID
18632,INV-202411-000468,468,2024-11-30,2025-01-14,3156.91,315.69,3472.6,2025-01-11,PAID
18633,INV-202412-000468,468,2024-12-31,2025-02-14,987.92,98.79,1086.71,2025-02-10,PAID
18634,INV-202501-000468,468,2025-01-31,2025-03-17,116.02,11.6,127.62,2025-03-10,PAID
18635,INV-202502-000468,468,2025-02-28,2025-04-14,1398.52,139.85,1538.37,2025-04-08,PAID
18636,INV-202503-000468,468,2025-03-31,2025-05-15,659.43,65.94,725.37,2025-04-26,PAID
18637,INV-202504-000468,468,2025-04-30,2025-06-14,329.44,32.94,362.38,2025-06-12,PAID
18638,INV-202505-000468,468,2025-05-31,2025-07-15,1308.4,130.84,1439.24,2025-06-26,PAID
18639,INV-202506-000468,468,2025-06-30,2025-08-14,1658.12,165.81,1823.93,2025-08-10,PAID
18640,INV-202507-000468,468,2025-07-31,2025-09-14,1603.52,160.35,1763.87,2025-09-07,PAID
18641,INV-202508-000468,468,2025-08-31,2025-10-15,539.89,53.99,593.88,2025-10-06,PAID
18642,INV-202509-000468,468,2025-09-30,2025-11-14,786.89,78.69,865.58,2025-11-06,PAID
18643,INV-202510-000468,468,2025-10-31,2025-12-15,2095.76,209.58,2305.34,2025-12-08,PAID
18644,INV-202511-000468,468,2025-11-30,2026-01-14,1577.81,157.78,1735.59,2026-01-11,PAID
18645,INV-202512-000468,468,2025-12-31,2026-02-14,1398.44,139.84,1538.28,2026-02-08,PAID
18646,INV-202601-000468,468,2026-01-31,2026-03-17,763.17,76.32,839.49,2026-03-25,PAID_LATE
18647,INV-202602-000468,468,2026-02-28,2026-04-14,309.35,30.94,340.29,2026-05-24,PAID_LATE
18648,INV-202603-000468,468,2026-03-31,2026-05-15,1361.1,136.11,1497.21,2026-05-12,PAID
18649,INV-202604-000468,468,2026-04-30,2026-06-14,1445.22,144.52,1589.74,2026-06-11,PAID
18650,INV-202605-000468,468,2026-05-31,2026-07-15,832.18,83.22,915.4,2026-06-30,PAID
18651,INV-202606-000468,468,2026-06-30,2026-08-14,385.88,38.59,424.47,2026-08-10,PAID
18652,INV-202301-000469,469,2023-01-31,2023-04-01,398.41,39.84,438.25,2023-03-28,PAID
18653,INV-202303-000469,469,2023-03-31,2023-05-30,1957.78,195.78,2153.56,2023-05-16,PAID
18654,INV-202304-000469,469,2023-04-30,2023-06-29,895.39,89.54,984.93,2023-06-12,PAID
18655,INV-202305-000469,469,2023-05-31,2023-07-30,646.63,64.66,711.29,2023-07-21,PAID
18656,INV-202306-000469,469,2023-06-30,2023-08-29,286.32,28.63,314.95,,OUTSTANDING
18657,INV-202308-000469,469,2023-08-31,2023-10-30,824.17,82.42,906.59,2023-10-27,PAID
18658,INV-202309-000469,469,2023-09-30,2023-11-29,713.08,71.31,784.39,2023-11-27,PAID
18659,INV-202310-000469,469,2023-10-31,2023-12-30,849.86,84.99,934.85,2023-12-30,PAID
18660,INV-202311-000469,469,2023-11-30,2024-01-29,1754.18,175.42,1929.6,2024-02-08,PAID_LATE
18661,INV-202312-000469,469,2023-12-31,2024-02-29,2360.07,236.01,2596.08,2024-02-16,PAID
18662,INV-202402-000469,469,2024-02-29,2024-04-29,686.07,68.61,754.68,2024-05-07,PAID_LATE
18663,INV-202403-000469,469,2024-03-31,2024-05-30,443.2,44.32,487.52,2024-05-20,PAID
18664,INV-202404-000469,469,2024-04-30,2024-06-29,879.3,87.93,967.23,2024-05-12,PAID
18665,INV-202405-000469,469,2024-05-31,2024-07-30,844.54,84.45,928.99,2024-07-19,PAID
18666,INV-202406-000469,469,2024-06-30,2024-08-29,241.65,24.17,265.82,2024-08-28,PAID
18667,INV-202407-000469,469,2024-07-31,2024-09-29,1801.99,180.2,1982.19,2024-10-15,PAID_LATE
18668,INV-202408-000469,469,2024-08-31,2024-10-30,667.04,66.7,733.74,2024-10-28,PAID
18669,INV-202409-000469,469,2024-09-30,2024-11-29,841.21,84.12,925.33,2024-11-25,PAID
18670,INV-202410-000469,469,2024-10-31,2024-12-30,3191.67,319.17,3510.84,2024-12-22,PAID
18671,INV-202411-000469,469,2024-11-30,2025-01-29,710.26,71.03,781.29,2025-01-19,PAID
18672,INV-202412-000469,469,2024-12-31,2025-03-01,755.34,75.53,830.87,2025-02-26,PAID
18673,INV-202502-000469,469,2025-02-28,2025-04-29,696.48,69.65,766.13,2025-04-21,PAID
18674,INV-202503-000469,469,2025-03-31,2025-05-30,1007.67,100.77,1108.44,2025-06-05,PAID_LATE
18675,INV-202504-000469,469,2025-04-30,2025-06-29,699.38,69.94,769.32,,OUTSTANDING
18676,INV-202505-000469,469,2025-05-31,2025-07-30,421.91,42.19,464.1,2025-06-29,PAID
18677,INV-202506-000469,469,2025-06-30,2025-08-29,1055.76,105.58,1161.34,2025-08-26,PAID
18678,INV-202507-000469,469,2025-07-31,2025-09-29,317.25,31.73,348.98,2025-09-29,PAID
18679,INV-202508-000469,469,2025-08-31,2025-10-30,2173.51,217.35,2390.86,2025-10-22,PAID
18680,INV-202509-000469,469,2025-09-30,2025-11-29,1014.7,101.47,1116.17,2025-12-08,PAID_LATE
18681,INV-202510-000469,469,2025-10-31,2025-12-30,1824.01,182.4,2006.41,2025-12-29,PAID
18682,INV-202511-000469,469,2025-11-30,2026-01-29,885.09,88.51,973.6,2026-01-12,PAID
18683,INV-202512-000469,469,2025-12-31,2026-03-01,1768.42,176.84,1945.26,2026-02-25,PAID
18684,INV-202601-000469,469,2026-01-31,2026-04-01,576.77,57.68,634.45,2026-03-30,PAID
18685,INV-202602-000469,469,2026-02-28,2026-04-29,392.17,39.22,431.39,2026-04-19,PAID
18686,INV-202603-000469,469,2026-03-31,2026-05-30,734.05,73.41,807.46,2026-05-27,PAID
18687,INV-202604-000469,469,2026-04-30,2026-06-29,487.65,48.77,536.42,2026-06-20,PAID
18688,INV-202605-000469,469,2026-05-31,2026-07-30,210.94,21.09,232.03,2026-07-18,PAID
18689,INV-202606-000469,469,2026-06-30,2026-08-29,2407.46,240.75,2648.21,2026-08-22,PAID
18690,INV-202301-000470,470,2023-01-31,2023-03-17,1297.08,129.71,1426.79,2023-03-12,PAID
18691,INV-202303-000470,470,2023-03-31,2023-05-15,537.39,53.74,591.13,2023-05-12,PAID
18692,INV-202304-000470,470,2023-04-30,2023-06-14,2010.71,201.07,2211.78,2023-06-12,PAID
18693,INV-202305-000470,470,2023-05-31,2023-07-15,158.15,15.82,173.97,2023-07-12,PAID
18694,INV-202306-000470,470,2023-06-30,2023-08-14,602.4,60.24,662.64,2023-08-12,PAID
18695,INV-202307-000470,470,2023-07-31,2023-09-14,1133.89,113.39,1247.28,2023-09-11,PAID
18696,INV-202308-000470,470,2023-08-31,2023-10-15,104.56,10.46,115.02,2023-10-06,PAID
18697,INV-202309-000470,470,2023-09-30,2023-11-14,513.55,51.35,564.9,2023-11-11,PAID
18698,INV-202310-000470,470,2023-10-31,2023-12-15,1427.41,142.74,1570.15,,OUTSTANDING
18699,INV-202311-000470,470,2023-11-30,2024-01-14,1021.84,102.18,1124.02,2024-01-12,PAID
18700,INV-202312-000470,470,2023-12-31,2024-02-14,1560.25,156.03,1716.28,2024-02-11,PAID
18701,INV-202401-000470,470,2024-01-31,2024-03-16,325.29,32.53,357.82,2024-03-15,PAID
18702,INV-202402-000470,470,2024-02-29,2024-04-14,594.76,59.48,654.24,2024-04-08,PAID
18703,INV-202403-000470,470,2024-03-31,2024-05-15,982.13,98.21,1080.34,2024-05-24,PAID_LATE
18704,INV-202404-000470,470,2024-04-30,2024-06-14,147.78,14.78,162.56,2024-06-02,PAID
18705,INV-202405-000470,470,2024-05-31,2024-07-15,784.22,78.42,862.64,2024-07-14,PAID
18706,INV-202406-000470,470,2024-06-30,2024-08-14,1063.92,106.39,1170.31,2024-08-07,PAID
18707,INV-202407-000470,470,2024-07-31,2024-09-14,179.63,17.96,197.59,2024-09-09,PAID
18708,INV-202408-000470,470,2024-08-31,2024-10-15,477.89,47.79,525.68,2024-10-15,PAID
18709,INV-202409-000470,470,2024-09-30,2024-11-14,180.23,18.02,198.25,2024-11-14,PAID
18710,INV-202410-000470,470,2024-10-31,2024-12-15,2086.05,208.61,2294.66,2024-12-02,PAID
18711,INV-202411-000470,470,2024-11-30,2025-01-14,350.24,35.02,385.26,2025-01-11,PAID
18712,INV-202412-000470,470,2024-12-31,2025-02-14,311.23,31.12,342.35,2025-02-12,PAID
18713,INV-202501-000470,470,2025-01-31,2025-03-17,406.24,40.62,446.86,2025-02-24,PAID
18714,INV-202502-000470,470,2025-02-28,2025-04-14,1053.89,105.39,1159.28,2025-04-06,PAID
18715,INV-202503-000470,470,2025-03-31,2025-05-15,0.0,0.0,0.0,2025-05-05,PAID
18716,INV-202504-000470,470,2025-04-30,2025-06-14,206.93,20.69,227.62,2025-06-14,PAID
18717,INV-202505-000470,470,2025-05-31,2025-07-15,1023.85,102.38,1126.23,2025-07-13,PAID
18718,INV-202506-000470,470,2025-06-30,2025-08-14,666.59,66.66,733.25,2025-08-14,PAID
18719,INV-202507-000470,470,2025-07-31,2025-09-14,606.6,60.66,667.26,,OUTSTANDING
18720,INV-202508-000470,470,2025-08-31,2025-10-15,328.93,32.89,361.82,2025-10-10,PAID
18721,INV-202509-000470,470,2025-09-30,2025-11-14,1002.11,100.21,1102.32,2025-11-09,PAID
18722,INV-202510-000470,470,2025-10-31,2025-12-15,255.96,25.6,281.56,,OUTSTANDING
18723,INV-202511-000470,470,2025-11-30,2026-01-14,1252.55,125.26,1377.81,2026-01-02,PAID
18724,INV-202512-000470,470,2025-12-31,2026-02-14,1564.65,156.47,1721.12,2026-02-18,PAID_LATE
18725,INV-202601-000470,470,2026-01-31,2026-03-17,388.68,38.87,427.55,2026-03-12,PAID
18726,INV-202602-000470,470,2026-02-28,2026-04-14,697.14,69.71,766.85,,OUTSTANDING
18727,INV-202603-000470,470,2026-03-31,2026-05-15,1175.23,117.52,1292.75,2026-05-14,PAID
18728,INV-202605-000470,470,2026-05-31,2026-07-15,138.52,13.85,152.37,2026-06-26,PAID
18729,INV-202606-000470,470,2026-06-30,2026-08-14,915.03,91.5,1006.53,,OUTSTANDING
18730,INV-202301-000471,471,2023-01-31,2023-03-17,920.66,92.07,1012.73,2023-03-09,PAID
18731,INV-202303-000471,471,2023-03-31,2023-05-15,2500.36,250.04,2750.4,2023-05-03,PAID
18732,INV-202304-000471,471,2023-04-30,2023-06-14,303.22,30.32,333.54,2023-06-11,PAID
18733,INV-202305-000471,471,2023-05-31,2023-07-15,790.41,79.04,869.45,2023-07-11,PAID
18734,INV-202306-000471,471,2023-06-30,2023-08-14,835.23,83.52,918.75,2023-08-13,PAID
18735,INV-202308-000471,471,2023-08-31,2023-10-15,510.01,51.0,561.01,2023-10-05,PAID
18736,INV-202309-000471,471,2023-09-30,2023-11-14,1896.94,189.69,2086.63,2023-11-06,PAID
18737,INV-202310-000471,471,2023-10-31,2023-12-15,742.45,74.25,816.7,2023-12-07,PAID
18738,INV-202311-000471,471,2023-11-30,2024-01-14,1051.66,105.17,1156.83,2024-01-01,PAID
18739,INV-202312-000471,471,2023-12-31,2024-02-14,1872.57,187.26,2059.83,2024-02-05,PAID
18740,INV-202401-000471,471,2024-01-31,2024-03-16,1200.17,120.02,1320.19,2024-03-09,PAID
18741,INV-202402-000471,471,2024-02-29,2024-04-14,793.21,79.32,872.53,2024-04-22,PAID_LATE
18742,INV-202403-000471,471,2024-03-31,2024-05-15,414.36,41.44,455.8,2024-06-30,PAID_LATE
18743,INV-202404-000471,471,2024-04-30,2024-06-14,347.45,34.75,382.2,2024-06-11,PAID
18744,INV-202405-000471,471,2024-05-31,2024-07-15,205.38,20.54,225.92,2024-07-10,PAID
18745,INV-202406-000471,471,2024-06-30,2024-08-14,987.98,98.8,1086.78,2024-08-12,PAID
18746,INV-202407-000471,471,2024-07-31,2024-09-14,792.94,79.29,872.23,,OUTSTANDING
18747,INV-202408-000471,471,2024-08-31,2024-10-15,151.91,15.19,167.1,2024-10-05,PAID
18748,INV-202409-000471,471,2024-09-30,2024-11-14,373.81,37.38,411.19,2024-12-12,PAID_LATE
18749,INV-202410-000471,471,2024-10-31,2024-12-15,751.33,75.13,826.46,2024-12-12,PAID
18750,INV-202411-000471,471,2024-11-30,2025-01-14,1286.93,128.69,1415.62,,OUTSTANDING
18751,INV-202501-000471,471,2025-01-31,2025-03-17,137.94,13.79,151.73,2025-03-08,PAID
18752,INV-202504-000471,471,2025-04-30,2025-06-14,944.89,94.49,1039.38,2025-06-03,PAID
