inventory_snapshot_id,snapshot_date,facility_id,product_category,pallets_on_hand,pallets_capacity,pallets_inbound,pallets_outbound,pallets_damaged
40078,2025-05-11,33,Ambient Grocery,279,500,28,32,1
40079,2025-05-11,33,Industrial Consumables,382,500,32,36,0
40080,2025-05-11,33,Frozen Food,384,500,36,34,1
40081,2025-05-11,36,Pharmaceuticals,296,250,33,31,2
40082,2025-05-11,36,Electronics,290,250,26,36,2
40083,2025-05-11,36,Building Materials,258,250,25,26,1
40084,2025-05-11,36,Homewares,377,250,39,38,0
40085,2025-05-11,36,Beverages,312,250,34,29,0
40086,2025-05-11,36,Apparel,343,250,30,51,1
40087,2025-05-11,36,Mining Consumables,290,250,23,36,0
40088,2025-05-11,36,Chilled Food,306,250,28,29,2
40089,2025-05-11,36,Auto Parts,330,250,26,45,1
40090,2025-05-11,36,Ambient Grocery,336,250,30,33,0
40091,2025-05-11,36,Industrial Consumables,333,250,30,36,0
40092,2025-05-11,36,Frozen Food,388,250,38,38,2
40093,2025-05-11,38,Pharmaceuticals,324,500,35,33,2
40094,2025-05-11,38,Electronics,322,500,34,25,1
40095,2025-05-11,38,Building Materials,362,500,42,30,0
40096,2025-05-11,38,Homewares,357,500,32,47,1
40097,2025-05-11,38,Beverages,330,500,36,37,1
40098,2025-05-11,38,Apparel,236,500,18,24,0
40099,2025-05-11,38,Mining Consumables,274,500,31,28,0
40100,2025-05-11,38,Chilled Food,289,500,30,23,1
40101,2025-05-11,38,Auto Parts,274,500,22,33,0
40102,2025-05-11,38,Ambient Grocery,428,500,44,48,1
40103,2025-05-11,38,Industrial Consumables,300,500,24,21,1
40104,2025-05-11,38,Frozen Food,373,500,27,47,0
40105,2025-05-11,39,Pharmaceuticals,380,250,46,46,5
40106,2025-05-11,39,Electronics,303,250,27,32,1
40107,2025-05-11,39,Building Materials,267,250,27,37,1
40108,2025-05-11,39,Homewares,219,250,11,16,1
40109,2025-05-11,39,Beverages,428,250,46,48,1
40110,2025-05-11,39,Apparel,338,250,34,43,2
40111,2025-05-11,39,Mining Consumables,307,250,30,32,0
40112,2025-05-11,39,Chilled Food,297,250,28,36,2
40113,2025-05-11,39,Auto Parts,274,250,36,22,0
40114,2025-05-11,39,Ambient Grocery,393,250,36,43,1
40115,2025-05-11,39,Industrial Consumables,336,250,26,32,1
40116,2025-05-11,39,Frozen Food,329,250,27,46,1
40117,2025-05-11,41,Pharmaceuticals,319,250,40,40,0
40118,2025-05-11,41,Electronics,292,250,32,36,0
40119,2025-05-11,41,Building Materials,388,250,36,40,0
40120,2025-05-11,41,Homewares,368,250,48,50,3
40121,2025-05-11,41,Beverages,192,250,17,13,0
40122,2025-05-11,41,Apparel,365,250,28,42,1
40123,2025-05-11,41,Mining Consumables,360,250,40,31,0
40124,2025-05-11,41,Chilled Food,374,250,42,38,0
40125,2025-05-11,41,Auto Parts,424,250,44,47,1
40126,2025-05-11,41,Ambient Grocery,419,250,35,42,1
40127,2025-05-11,41,Industrial Consumables,380,250,36,35,2
40128,2025-05-11,41,Frozen Food,255,250,30,28,1
40129,2025-05-11,42,Pharmaceuticals,276,66,17,30,1
40130,2025-05-11,42,Electronics,301,66,14,38,2
40131,2025-05-11,42,Building Materials,356,66,30,45,1
40132,2025-05-11,42,Homewares,295,66,34,28,1
40133,2025-05-11,42,Beverages,352,66,37,34,1
40134,2025-05-11,42,Apparel,334,66,34,40,0
40135,2025-05-11,42,Mining Consumables,316,66,24,34,0
40136,2025-05-11,42,Chilled Food,391,66,36,37,1
40137,2025-05-11,42,Auto Parts,419,66,43,55,2
40138,2025-05-11,42,Ambient Grocery,422,66,45,34,1
40139,2025-05-11,42,Industrial Consumables,382,66,33,44,0
40140,2025-05-11,42,Frozen Food,411,66,47,39,2
40141,2025-05-11,44,Pharmaceuticals,347,66,27,36,2
40142,2025-05-11,44,Electronics,340,66,34,39,1
40143,2025-05-11,44,Building Materials,371,66,38,45,1
40144,2025-05-11,44,Homewares,322,66,28,45,0
40145,2025-05-11,44,Beverages,326,66,25,40,1
40146,2025-05-11,44,Apparel,320,66,35,41,0
40147,2025-05-11,44,Mining Consumables,231,66,23,35,1
40148,2025-05-11,44,Chilled Food,349,66,31,27,2
40149,2025-05-11,44,Auto Parts,482,66,48,56,2
40150,2025-05-11,44,Ambient Grocery,292,66,23,33,1
40151,2025-05-11,44,Industrial Consumables,335,66,37,28,1
40152,2025-05-11,44,Frozen Food,327,66,34,44,0
40153,2025-05-11,46,Pharmaceuticals,387,250,43,38,3
40154,2025-05-11,46,Electronics,308,250,29,50,1
40155,2025-05-11,46,Building Materials,374,250,34,31,1
40156,2025-05-11,46,Homewares,291,250,21,25,1
40157,2025-05-11,46,Beverages,385,250,41,44,2
40158,2025-05-11,46,Apparel,359,250,26,42,2
40159,2025-05-11,46,Mining Consumables,392,250,46,43,2
40160,2025-05-11,46,Chilled Food,343,250,34,55,3
40161,2025-05-11,46,Auto Parts,353,250,37,40,0
40162,2025-05-11,46,Ambient Grocery,403,250,37,44,0
40163,2025-05-11,46,Industrial Consumables,327,250,33,41,2
40164,2025-05-11,46,Frozen Food,288,250,25,25,1
40165,2025-05-11,50,Pharmaceuticals,327,125,39,34,2
40166,2025-05-11,50,Electronics,258,125,24,24,0
40167,2025-05-11,50,Building Materials,337,125,34,24,0
40168,2025-05-11,50,Homewares,290,125,24,28,0
40169,2025-05-11,50,Beverages,319,125,30,30,2
40170,2025-05-11,50,Apparel,363,125,46,26,0
40171,2025-05-11,50,Mining Consumables,278,125,29,43,0
40172,2025-05-11,50,Chilled Food,357,125,31,24,0
40173,2025-05-11,50,Auto Parts,349,125,37,29,0
40174,2025-05-11,50,Ambient Grocery,237,125,20,22,2
40175,2025-05-11,50,Industrial Consumables,275,125,17,24,0
40176,2025-05-11,50,Frozen Food,335,125,38,34,0
40177,2025-05-18,1,Pharmaceuticals,248,125,22,30,0
40178,2025-05-18,1,Electronics,341,125,46,38,1
40179,2025-05-18,1,Building Materials,382,125,42,48,1
40180,2025-05-18,1,Homewares,259,125,33,31,0
40181,2025-05-18,1,Beverages,264,125,29,28,1
40182,2025-05-18,1,Apparel,380,125,43,51,1
40183,2025-05-18,1,Mining Consumables,319,125,33,37,1
40184,2025-05-18,1,Chilled Food,359,125,31,32,1
40185,2025-05-18,1,Auto Parts,271,125,31,21,0
40186,2025-05-18,1,Ambient Grocery,363,125,27,47,1
40187,2025-05-18,1,Industrial Consumables,428,125,40,57,1
40188,2025-05-18,1,Frozen Food,364,125,36,38,2
40189,2025-05-18,2,Pharmaceuticals,295,125,32,27,2
40190,2025-05-18,2,Electronics,305,125,38,29,0
40191,2025-05-18,2,Building Materials,364,125,31,28,3
40192,2025-05-18,2,Homewares,272,125,32,40,0
40193,2025-05-18,2,Beverages,341,125,38,40,3
40194,2025-05-18,2,Apparel,336,125,39,36,0
40195,2025-05-18,2,Mining Consumables,366,125,34,35,0
40196,2025-05-18,2,Chilled Food,310,125,18,30,1
40197,2025-05-18,2,Auto Parts,318,125,33,28,1
40198,2025-05-18,2,Ambient Grocery,354,125,28,29,0
40199,2025-05-18,2,Industrial Consumables,318,125,26,30,0
40200,2025-05-18,2,Frozen Food,389,125,33,51,1
40201,2025-05-18,3,Pharmaceuticals,309,250,27,34,2
40202,2025-05-18,3,Electronics,350,250,35,39,0
40203,2025-05-18,3,Building Materials,273,250,29,39,1
40204,2025-05-18,3,Homewares,335,250,28,34,2
40205,2025-05-18,3,Beverages,346,250,34,29,0
40206,2025-05-18,3,Apparel,402,250,45,41,0
40207,2025-05-18,3,Mining Consumables,310,250,35,40,1
40208,2025-05-18,3,Chilled Food,330,250,39,40,1
40209,2025-05-18,3,Auto Parts,348,250,40,31,0
40210,2025-05-18,3,Ambient Grocery,276,250,29,28,0
40211,2025-05-18,3,Industrial Consumables,352,250,41,37,0
40212,2025-05-18,3,Frozen Food,369,250,42,41,1
40213,2025-05-18,8,Pharmaceuticals,363,66,44,51,1
40214,2025-05-18,8,Electronics,356,66,31,34,1
40215,2025-05-18,8,Building Materials,322,66,34,44,2
40216,2025-05-18,8,Homewares,346,66,29,41,1
40217,2025-05-18,8,Beverages,383,66,29,36,0
40218,2025-05-18,8,Apparel,403,66,42,37,0
40219,2025-05-18,8,Mining Consumables,336,66,24,42,0
40220,2025-05-18,8,Chilled Food,283,66,33,21,0
40221,2025-05-18,8,Auto Parts,470,66,48,45,1
40222,2025-05-18,8,Ambient Grocery,352,66,35,40,0
40223,2025-05-18,8,Industrial Consumables,341,66,39,39,3
40224,2025-05-18,8,Frozen Food,291,66,37,25,0
40225,2025-05-18,9,Pharmaceuticals,337,500,38,39,1
40226,2025-05-18,9,Electronics,371,500,35,34,3
40227,2025-05-18,9,Building Materials,340,500,28,38,1
40228,2025-05-18,9,Homewares,370,500,37,41,0
40229,2025-05-18,9,Beverages,385,500,47,27,2
40230,2025-05-18,9,Apparel,292,500,33,21,2
40231,2025-05-18,9,Mining Consumables,328,500,24,41,0
40232,2025-05-18,9,Chilled Food,365,500,31,32,0
40233,2025-05-18,9,Auto Parts,320,500,47,35,1
40234,2025-05-18,9,Ambient Grocery,355,500,27,27,2
40235,2025-05-18,9,Industrial Consumables,373,500,31,57,0
40236,2025-05-18,9,Frozen Food,365,500,37,45,0
40237,2025-05-18,10,Pharmaceuticals,267,500,28,21,1
40238,2025-05-18,10,Electronics,331,500,35,50,0
40239,2025-05-18,10,Building Materials,242,500,31,28,0
40240,2025-05-18,10,Homewares,376,500,47,41,0
40241,2025-05-18,10,Beverages,377,500,36,41,2
40242,2025-05-18,10,Apparel,394,500,31,39,2
40243,2025-05-18,10,Mining Consumables,201,500,27,12,0
40244,2025-05-18,10,Chilled Food,269,500,12,27,0
40245,2025-05-18,10,Auto Parts,382,500,34,43,1
40246,2025-05-18,10,Ambient Grocery,290,500,22,49,0
40247,2025-05-18,10,Industrial Consumables,331,500,43,30,0
40248,2025-05-18,10,Frozen Food,330,500,36,33,3
40249,2025-05-18,12,Pharmaceuticals,279,66,28,26,1
40250,2025-05-18,12,Electronics,468,66,48,49,1
40251,2025-05-18,12,Building Materials,302,66,16,34,1
40252,2025-05-18,12,Homewares,385,66,35,41,1
40253,2025-05-18,12,Beverages,326,66,30,25,1
40254,2025-05-18,12,Apparel,361,66,46,42,1
40255,2025-05-18,12,Mining Consumables,382,66,47,42,2
40256,2025-05-18,12,Chilled Food,334,66,30,32,3
40257,2025-05-18,12,Auto Parts,346,66,32,37,1
40258,2025-05-18,12,Ambient Grocery,420,66,47,47,0
40259,2025-05-18,12,Industrial Consumables,270,66,31,33,1
40260,2025-05-18,12,Frozen Food,326,66,28,31,0
40261,2025-05-18,13,Pharmaceuticals,341,250,39,34,4
40262,2025-05-18,13,Electronics,242,250,29,37,0
40263,2025-05-18,13,Building Materials,337,250,31,32,2
40264,2025-05-18,13,Homewares,382,250,41,49,0
40265,2025-05-18,13,Beverages,375,250,27,61,0
40266,2025-05-18,13,Apparel,366,250,31,47,0
40267,2025-05-18,13,Mining Consumables,184,250,11,19,0
40268,2025-05-18,13,Chilled Food,360,250,36,28,2
40269,2025-05-18,13,Auto Parts,375,250,36,37,1
40270,2025-05-18,13,Ambient Grocery,306,250,31,35,0
40271,2025-05-18,13,Industrial Consumables,334,250,21,46,1
40272,2025-05-18,13,Frozen Food,322,250,31,30,1
40273,2025-05-18,15,Pharmaceuticals,291,66,32,30,1
40274,2025-05-18,15,Electronics,296,66,33,33,3
40275,2025-05-18,15,Building Materials,341,66,30,38,1
40276,2025-05-18,15,Homewares,306,66,36,44,2
40277,2025-05-18,15,Beverages,305,66,31,33,3
40278,2025-05-18,15,Apparel,398,66,40,46,0
40279,2025-05-18,15,Mining Consumables,432,66,38,55,3
40280,2025-05-18,15,Chilled Food,311,66,32,37,1
40281,2025-05-18,15,Auto Parts,290,66,36,48,1
40282,2025-05-18,15,Ambient Grocery,358,66,45,30,1
40283,2025-05-18,15,Industrial Consumables,245,66,28,41,3
40284,2025-05-18,15,Frozen Food,388,66,29,39,2
40285,2025-05-18,17,Pharmaceuticals,360,250,29,38,1
40286,2025-05-18,17,Electronics,425,250,48,51,1
40287,2025-05-18,17,Building Materials,399,250,44,44,4
40288,2025-05-18,17,Homewares,397,250,39,46,1
40289,2025-05-18,17,Beverages,398,250,39,45,1
40290,2025-05-18,17,Apparel,380,250,52,39,3
40291,2025-05-18,17,Mining Consumables,404,250,29,48,1
40292,2025-05-18,17,Chilled Food,320,250,34,39,0
40293,2025-05-18,17,Auto Parts,260,250,9,35,0
40294,2025-05-18,17,Ambient Grocery,342,250,42,36,3
40295,2025-05-18,17,Industrial Consumables,352,250,28,39,1
40296,2025-05-18,17,Frozen Food,324,250,34,48,3
40297,2025-05-18,18,Pharmaceuticals,317,250,38,24,0
40298,2025-05-18,18,Electronics,290,250,23,33,3
40299,2025-05-18,18,Building Materials,339,250,40,37,2
40300,2025-05-18,18,Homewares,287,250,27,34,1
40301,2025-05-18,18,Beverages,352,250,42,36,0
40302,2025-05-18,18,Apparel,349,250,29,48,2
40303,2025-05-18,18,Mining Consumables,301,250,32,24,1
40304,2025-05-18,18,Chilled Food,292,250,30,44,0
40305,2025-05-18,18,Auto Parts,276,250,28,33,0
40306,2025-05-18,18,Ambient Grocery,279,250,28,25,1
40307,2025-05-18,18,Industrial Consumables,330,250,29,30,2
40308,2025-05-18,18,Frozen Food,404,250,49,48,0
40309,2025-05-18,20,Pharmaceuticals,412,250,44,50,2
40310,2025-05-18,20,Electronics,394,250,44,45,3
40311,2025-05-18,20,Building Materials,292,250,23,39,1
40312,2025-05-18,20,Homewares,320,250,40,31,0
40313,2025-05-18,20,Beverages,325,250,26,35,1
40314,2025-05-18,20,Apparel,381,250,30,42,0
40315,2025-05-18,20,Mining Consumables,421,250,36,43,4
40316,2025-05-18,20,Chilled Food,311,250,25,37,0
40317,2025-05-18,20,Auto Parts,347,250,29,40,0
40318,2025-05-18,20,Ambient Grocery,385,250,36,42,4
40319,2025-05-18,20,Industrial Consumables,333,250,23,44,3
40320,2025-05-18,20,Frozen Food,453,250,43,52,1
40321,2025-05-18,27,Pharmaceuticals,289,125,26,30,2
40322,2025-05-18,27,Electronics,404,125,40,49,0
40323,2025-05-18,27,Building Materials,359,125,29,32,1
40324,2025-05-18,27,Homewares,410,125,43,52,0
40325,2025-05-18,27,Beverages,385,125,41,41,1
40326,2025-05-18,27,Apparel,382,125,31,45,1
40327,2025-05-18,27,Mining Consumables,369,125,30,35,1
40328,2025-05-18,27,Chilled Food,390,125,35,37,0
40329,2025-05-18,27,Auto Parts,299,125,30,30,0
40330,2025-05-18,27,Ambient Grocery,286,125,24,20,0
40331,2025-05-18,27,Industrial Consumables,306,125,33,27,2
40332,2025-05-18,27,Frozen Food,353,125,38,30,0
40333,2025-05-18,28,Pharmaceuticals,386,125,32,34,2
40334,2025-05-18,28,Electronics,342,125,31,39,2
40335,2025-05-18,28,Building Materials,250,125,35,29,0
40336,2025-05-18,28,Homewares,323,125,40,30,1
40337,2025-05-18,28,Beverages,288,125,33,28,1
40338,2025-05-18,28,Apparel,287,125,28,33,0
40339,2025-05-18,28,Mining Consumables,366,125,50,42,2
40340,2025-05-18,28,Chilled Food,354,125,25,42,0
40341,2025-05-18,28,Auto Parts,377,125,28,47,2
40342,2025-05-18,28,Ambient Grocery,376,125,36,37,2
40343,2025-05-18,28,Industrial Consumables,280,125,32,34,0
40344,2025-05-18,28,Frozen Food,354,125,39,36,0
40345,2025-05-18,29,Pharmaceuticals,387,125,32,37,2
40346,2025-05-18,29,Electronics,378,125,30,41,2
40347,2025-05-18,29,Building Materials,272,125,31,35,1
40348,2025-05-18,29,Homewares,397,125,37,46,0
40349,2025-05-18,29,Beverages,350,125,32,41,1
40350,2025-05-18,29,Apparel,304,125,20,24,0
40351,2025-05-18,29,Mining Consumables,391,125,34,40,0
40352,2025-05-18,29,Chilled Food,330,125,24,38,0
40353,2025-05-18,29,Auto Parts,352,125,37,42,1
40354,2025-05-18,29,Ambient Grocery,359,125,34,43,0
40355,2025-05-18,29,Industrial Consumables,317,125,27,37,0
40356,2025-05-18,29,Frozen Food,333,125,32,35,0
40357,2025-05-18,30,Pharmaceuticals,292,125,36,30,0
40358,2025-05-18,30,Electronics,468,125,41,48,3
40359,2025-05-18,30,Building Materials,362,125,39,46,1
40360,2025-05-18,30,Homewares,341,125,33,29,3
40361,2025-05-18,30,Beverages,374,125,46,49,0
40362,2025-05-18,30,Apparel,396,125,45,48,1
40363,2025-05-18,30,Mining Consumables,282,125,24,37,1
40364,2025-05-18,30,Chilled Food,278,125,36,24,1
40365,2025-05-18,30,Auto Parts,285,125,11,33,2
40366,2025-05-18,30,Ambient Grocery,281,125,26,38,2
40367,2025-05-18,30,Industrial Consumables,305,125,26,30,0
40368,2025-05-18,30,Frozen Food,381,125,44,51,1
40369,2025-05-18,31,Pharmaceuticals,388,125,40,41,2
40370,2025-05-18,31,Electronics,325,125,27,40,0
40371,2025-05-18,31,Building Materials,362,125,34,32,1
40372,2025-05-18,31,Homewares,390,125,33,38,0
40373,2025-05-18,31,Beverages,362,125,42,29,1
40374,2025-05-18,31,Apparel,289,125,25,45,0
40375,2025-05-18,31,Mining Consumables,363,125,35,36,1
40376,2025-05-18,31,Chilled Food,321,125,42,39,0
40377,2025-05-18,31,Auto Parts,339,125,28,36,0
40378,2025-05-18,31,Ambient Grocery,274,125,27,30,0
40379,2025-05-18,31,Industrial Consumables,347,125,25,36,0
40380,2025-05-18,31,Frozen Food,385,125,36,29,0
40381,2025-05-18,32,Pharmaceuticals,321,125,33,27,1
40382,2025-05-18,32,Electronics,319,125,47,34,1
40383,2025-05-18,32,Building Materials,360,125,40,43,2
40384,2025-05-18,32,Homewares,341,125,33,38,1
40385,2025-05-18,32,Beverages,389,125,32,36,0
40386,2025-05-18,32,Apparel,385,125,29,39,2
40387,2025-05-18,32,Mining Consumables,357,125,38,34,0
40388,2025-05-18,32,Chilled Food,319,125,31,34,2
40389,2025-05-18,32,Auto Parts,284,125,25,33,0
40390,2025-05-18,32,Ambient Grocery,398,125,36,53,2
40391,2025-05-18,32,Industrial Consumables,402,125,32,49,1
40392,2025-05-18,32,Frozen Food,314,125,26,33,1
40393,2025-05-18,33,Pharmaceuticals,326,500,36,35,0
40394,2025-05-18,33,Electronics,286,500,25,23,0
40395,2025-05-18,33,Building Materials,328,500,34,41,0
40396,2025-05-18,33,Homewares,329,500,36,32,1
40397,2025-05-18,33,Beverages,317,500,29,28,1
40398,2025-05-18,33,Apparel,461,500,52,51,2
40399,2025-05-18,33,Mining Consumables,304,500,33,32,2
40400,2025-05-18,33,Chilled Food,389,500,41,45,3
40401,2025-05-18,33,Auto Parts,249,500,32,35,0
40402,2025-05-18,33,Ambient Grocery,285,500,32,39,1
40403,2025-05-18,33,Industrial Consumables,367,500,24,38,1
40404,2025-05-18,33,Frozen Food,407,500,41,55,2
40405,2025-05-18,36,Pharmaceuticals,319,250,30,34,1
40406,2025-05-18,36,Electronics,296,250,32,30,0
40407,2025-05-18,36,Building Materials,258,250,28,35,1
40408,2025-05-18,36,Homewares,390,250,40,32,1
40409,2025-05-18,36,Beverages,308,250,29,31,2
40410,2025-05-18,36,Apparel,346,250,37,41,0
40411,2025-05-18,36,Mining Consumables,309,250,22,29,2
40412,2025-05-18,36,Chilled Food,298,250,35,37,0
40413,2025-05-18,36,Auto Parts,320,250,32,27,0
40414,2025-05-18,36,Ambient Grocery,337,250,32,31,2
40415,2025-05-18,36,Industrial Consumables,351,250,31,40,2
40416,2025-05-18,36,Frozen Food,424,250,43,47,2
40417,2025-05-18,38,Pharmaceuticals,323,500,28,36,2
40418,2025-05-18,38,Electronics,351,500,33,44,2
40419,2025-05-18,38,Building Materials,343,500,44,35,2
40420,2025-05-18,38,Homewares,353,500,28,49,1
40421,2025-05-18,38,Beverages,315,500,36,36,0
40422,2025-05-18,38,Apparel,233,500,16,31,1
40423,2025-05-18,38,Mining Consumables,257,500,27,30,0
40424,2025-05-18,38,Chilled Food,295,500,29,25,0
40425,2025-05-18,38,Auto Parts,281,500,39,24,0
40426,2025-05-18,38,Ambient Grocery,431,500,49,46,1
40427,2025-05-18,38,Industrial Consumables,325,500,41,29,3
40428,2025-05-18,38,Frozen Food,375,500,22,42,1
40429,2025-05-18,39,Pharmaceuticals,386,250,43,40,3
40430,2025-05-18,39,Electronics,327,250,29,35,1
40431,2025-05-18,39,Building Materials,255,250,19,28,1
40432,2025-05-18,39,Homewares,238,250,15,28,0
40433,2025-05-18,39,Beverages,415,250,44,51,0
40434,2025-05-18,39,Apparel,341,250,45,28,4
40435,2025-05-18,39,Mining Consumables,311,250,24,37,1
40436,2025-05-18,39,Chilled Food,282,250,26,25,4
40437,2025-05-18,39,Auto Parts,296,250,32,39,0
40438,2025-05-18,39,Ambient Grocery,383,250,45,35,2
40439,2025-05-18,39,Industrial Consumables,331,250,25,38,0
40440,2025-05-18,39,Frozen Food,352,250,27,39,1
40441,2025-05-18,41,Pharmaceuticals,330,250,40,31,3
40442,2025-05-18,41,Electronics,297,250,36,31,0
40443,2025-05-18,41,Building Materials,394,250,39,52,2
40444,2025-05-18,41,Homewares,359,250,47,37,3
40445,2025-05-18,41,Beverages,203,250,15,26,0
40446,2025-05-18,41,Apparel,344,250,29,38,0
40447,2025-05-18,41,Mining Consumables,339,250,30,33,0
40448,2025-05-18,41,Chilled Food,352,250,40,45,0
40449,2025-05-18,41,Auto Parts,426,250,38,32,3
40450,2025-05-18,41,Ambient Grocery,402,250,45,40,0
40451,2025-05-18,41,Industrial Consumables,376,250,28,46,2
40452,2025-05-18,41,Frozen Food,282,250,23,24,0
40453,2025-05-18,42,Pharmaceuticals,255,66,18,29,0
40454,2025-05-18,42,Electronics,298,66,37,27,0
40455,2025-05-18,42,Building Materials,331,66,30,30,0
40456,2025-05-18,42,Homewares,280,66,31,37,1
40457,2025-05-18,42,Beverages,328,66,28,41,2
40458,2025-05-18,42,Apparel,336,66,33,41,3
40459,2025-05-18,42,Mining Consumables,322,66,29,25,2
40460,2025-05-18,42,Chilled Food,406,66,36,43,1
40461,2025-05-18,42,Auto Parts,415,66,39,42,1
40462,2025-05-18,42,Ambient Grocery,425,66,45,47,0
40463,2025-05-18,42,Industrial Consumables,367,66,32,42,1
40464,2025-05-18,42,Frozen Food,365,66,32,42,0
40465,2025-05-18,44,Pharmaceuticals,350,66,34,31,1
40466,2025-05-18,44,Electronics,308,66,21,40,3
40467,2025-05-18,44,Building Materials,389,66,39,32,2
40468,2025-05-18,44,Homewares,330,66,33,33,1
40469,2025-05-18,44,Beverages,305,66,29,21,0
40470,2025-05-18,44,Apparel,343,66,29,35,0
40471,2025-05-18,44,Mining Consumables,209,66,15,20,0
40472,2025-05-18,44,Chilled Food,348,66,32,44,1
40473,2025-05-18,44,Auto Parts,465,66,43,51,3
40474,2025-05-18,44,Ambient Grocery,314,66,40,25,2
40475,2025-05-18,44,Industrial Consumables,321,66,21,26,2
40476,2025-05-18,44,Frozen Food,342,66,38,37,1
40477,2025-05-18,46,Pharmaceuticals,368,250,43,39,1
40478,2025-05-18,46,Electronics,284,250,29,30,1
40479,2025-05-18,46,Building Materials,381,250,34,37,0
40480,2025-05-18,46,Homewares,264,250,24,32,1
40481,2025-05-18,46,Beverages,365,250,38,45,1
40482,2025-05-18,46,Apparel,328,250,34,37,0
40483,2025-05-18,46,Mining Consumables,396,250,36,50,0
40484,2025-05-18,46,Chilled Food,347,250,27,42,0
40485,2025-05-18,46,Auto Parts,347,250,28,44,0
40486,2025-05-18,46,Ambient Grocery,382,250,34,31,1
40487,2025-05-18,46,Industrial Consumables,322,250,44,37,0
40488,2025-05-18,46,Frozen Food,293,250,39,39,1
40489,2025-05-18,50,Pharmaceuticals,326,125,30,29,0
40490,2025-05-18,50,Electronics,269,125,25,28,3
40491,2025-05-18,50,Building Materials,333,125,38,31,2
40492,2025-05-18,50,Homewares,283,125,43,32,3
40493,2025-05-18,50,Beverages,316,125,20,26,1
40494,2025-05-18,50,Apparel,380,125,38,39,0
40495,2025-05-18,50,Mining Consumables,308,125,34,24,1
40496,2025-05-18,50,Chilled Food,390,125,38,35,1
40497,2025-05-18,50,Auto Parts,376,125,40,47,3
40498,2025-05-18,50,Ambient Grocery,228,125,19,26,0
40499,2025-05-18,50,Industrial Consumables,266,125,20,35,0
40500,2025-05-18,50,Frozen Food,304,125,35,30,1
40501,2025-05-25,1,Pharmaceuticals,245,125,26,27,0
40502,2025-05-25,1,Electronics,308,125,32,40,1
40503,2025-05-25,1,Building Materials,364,125,31,37,2
40504,2025-05-25,1,Homewares,258,125,25,37,0
40505,2025-05-25,1,Beverages,250,125,35,25,1
40506,2025-05-25,1,Apparel,382,125,39,40,0
40507,2025-05-25,1,Mining Consumables,311,125,43,47,0
40508,2025-05-25,1,Chilled Food,336,125,31,40,1
40509,2025-05-25,1,Auto Parts,287,125,28,29,1
40510,2025-05-25,1,Ambient Grocery,368,125,33,44,0
40511,2025-05-25,1,Industrial Consumables,422,125,39,40,1
40512,2025-05-25,1,Frozen Food,351,125,39,39,3
40513,2025-05-25,2,Pharmaceuticals,284,125,24,20,1
40514,2025-05-25,2,Electronics,287,125,23,34,1
40515,2025-05-25,2,Building Materials,423,125,37,50,2
40516,2025-05-25,2,Homewares,274,125,31,33,0
40517,2025-05-25,2,Beverages,369,125,42,42,0
40518,2025-05-25,2,Apparel,327,125,27,33,0
40519,2025-05-25,2,Mining Consumables,366,125,41,43,1
40520,2025-05-25,2,Chilled Food,324,125,37,30,0
40521,2025-05-25,2,Auto Parts,326,125,29,41,3
40522,2025-05-25,2,Ambient Grocery,331,125,47,39,3
40523,2025-05-25,2,Industrial Consumables,305,125,16,31,2
40524,2025-05-25,2,Frozen Food,382,125,35,45,0
40525,2025-05-25,3,Pharmaceuticals,295,250,30,31,1
40526,2025-05-25,3,Electronics,348,250,34,38,0
40527,2025-05-25,3,Building Materials,251,250,24,19,1
40528,2025-05-25,3,Homewares,373,250,45,39,3
40529,2025-05-25,3,Beverages,347,250,27,47,0
40530,2025-05-25,3,Apparel,405,250,42,37,1
40531,2025-05-25,3,Mining Consumables,297,250,28,31,4
40532,2025-05-25,3,Chilled Food,274,250,22,29,3
40533,2025-05-25,3,Auto Parts,326,250,27,43,0
40534,2025-05-25,3,Ambient Grocery,270,250,24,43,0
40535,2025-05-25,3,Industrial Consumables,375,250,37,40,0
40536,2025-05-25,3,Frozen Food,374,250,34,33,1
40537,2025-05-25,8,Pharmaceuticals,364,66,30,33,0
40538,2025-05-25,8,Electronics,383,66,33,41,1
40539,2025-05-25,8,Building Materials,333,66,32,36,2
40540,2025-05-25,8,Homewares,376,66,29,30,1
40541,2025-05-25,8,Beverages,375,66,43,31,0
40542,2025-05-25,8,Apparel,377,66,40,40,2
40543,2025-05-25,8,Mining Consumables,306,66,29,40,1
40544,2025-05-25,8,Chilled Food,301,66,38,33,0
40545,2025-05-25,8,Auto Parts,470,66,46,44,2
40546,2025-05-25,8,Ambient Grocery,360,66,35,39,2
40547,2025-05-25,8,Industrial Consumables,345,66,37,46,2
40548,2025-05-25,8,Frozen Food,286,66,32,28,0
40549,2025-05-25,9,Pharmaceuticals,346,500,42,40,1
40550,2025-05-25,9,Electronics,374,500,25,30,0
40551,2025-05-25,9,Building Materials,356,500,34,36,0
40552,2025-05-25,9,Homewares,362,500,25,40,0
40553,2025-05-25,9,Beverages,386,500,31,51,1
40554,2025-05-25,9,Apparel,290,500,37,24,2
40555,2025-05-25,9,Mining Consumables,312,500,36,28,2
40556,2025-05-25,9,Chilled Food,383,500,35,46,1
40557,2025-05-25,9,Auto Parts,349,500,37,38,3
40558,2025-05-25,9,Ambient Grocery,388,500,39,43,1
